spring number,spring location,spring name,long,lat,type,well_depth,flow_rate_mean,flow_rate_min,flow_rate_max,temp_mean,temp_min,temp_max,reference,reference_DOI,reference_link,EC,pH,sample_temperature,TDS,TDS_min,TDS_max,Na,Ca,Mg,K,NH4,Cl,F,SO4,HCO3,CO3,NO3,Si,Li,SiO2,reference_hydrochemistry,doi_hydrochemistry,reference_link_hydrochemistry,delta_18O,delta_2H,3H,delta_14C,delta_13C,4He,3He,reference_isotope_data,DOI_isotope_data,reference_link_isotope_data,temperature,flow_rate,log_flow_rate,log_temperature,geometry,recharge,lithology,gw_lvl_depth,gw_lvl_elev,surface_temp,elevation,contributing_area,log_contrib_area,geometry_ws,watershed_area,mean_recharge_ws,min_recharge_ws,max_recharge_ws,mean_gw_lvl_depth_ws,min_gw_lvl_depth_ws,max_gw_lvl_depth_ws,mean_gw_lvl_elev_ws,min_gw_lvl_elev_ws,max_gw_lvl_elev_ws,mean_surface_temp_ws,min_surface_temp_ws,max_surface_temp_ws,mean_elevation_ws,min_elevation_ws,max_elevation_ws,ws_relief,recharge_temp_max,recharge_temp_min,recharge_temp_best,rch_elev_max,rch_elev_min,rch_elev_best,circulation_temp_best,circulation_temp_min,circulation_temp_max,circ_depth_best,circ_depth_min,circ_depth_max,h_circ_depth,H_down_min,Hv_down_min,H_up_min,Hv_up_min,H_net_min,Hv_net_min,H_down_best,Hv_down_best,H_up_best,Hv_up_best,H_net_best,Hv_net_best,H_down_max,Hv_down_max,H_up_max,Hv_up_max,H_net_max,Hv_net_max,thermal_footprint_net_min,thermal_radius_net_min,thermal_footprint_net_best,thermal_radius_net_best,thermal_footprint_net_max,thermal_radius_net_max,thermal_footprint_down_min,thermal_radius_down_min,thermal_footprint_down_best,thermal_radius_down_best,thermal_footprint_down_max,thermal_radius_down_max,thermal_footprint_up_min,thermal_radius_up_min,thermal_footprint_up_best,thermal_radius_up_best,thermal_footprint_up_max,thermal_radius_up_max,Hv_ratio_min,Hv_ratio_best,Hv_ratio_max,flow_rate_est
787,Berthemont-les-Bains,St. Jean Baptiste,7.30982505,44.05085725,spring,,0.0005,,,,28.4,29.5,,,,,,,,,,71.4,3.5,,1.8,,22.6,13.3,34.2,27.0,27.0,,,,49.0,,,,-12.1,-80.6,3.0,,,,,,,,28.95,0.0005,-3.3010299956639813,1.4616485680634552,POINT (7.30982505 44.05085725),0.4177288355136228,8.0,-0.0,1169.0,8.474999990314245,1061.0,37772.82930587977,4.57717951609338,,132600000.0,0.4509015263902751,0.4509015263902751,0.4509015263902751,75.36994385047697,-0.0,445.87445068359375,1503.3389766496111,520.8453369140625,2742.89111328125,6.140133646789808,-2.095833339728415,11.870833421746891,1588.8471673254282,485.0,2936.0,2451.0,8.474999990314245,0.0,3.189583325292915,2936.0,1061.0,1998.5,98.45418195409692,87.08150721760029,102.6063892609812,3460.7377678377957,3023.3272010494634,3620.438048871806,1901.945556640625,159266.65729004782,5072.037044677734,-125657.47351979831,4124.837955322266,33609.183770249525,9196.875,198691.33357863137,473.5995446777344,-149433.75595765497,4124.837955322266,49257.577620976364,4598.4375,218638.8856637926,-4124.837955322266,-158114.5681637926,4124.837955322266,60524.317500000005,0.0,442226.10224012536,375.18654063219765,648126.0213286364,454.20801411013366,796372.5986842106,503.48115282208994,2095613.9117111557,816.7341218058336,2614359.6523504127,912.2370982278426,2876827.44294464,956.9339663394303,1653387.8094710305,725.4582589304437,1966233.631021776,791.1204733169803,2080454.844260429,813.7747505833867,0.21484984285429906,0.08538391653505303,0.0,0.0005
788,Berthemont-les-Bains,St. Julien,7.309825,44.050857,spring,,0.0005,,,,20.5,25.4,,,,,,,,,,74.0,3.6,,2.1,,22.0,14.0,45.0,20.0,25.0,,,,39.0,,,,,-79.2,-11.5,,,,,,,,22.95,0.0005,-3.3010299956639813,1.36078268987328,POINT (7.309825 44.050857),0.4177288355136228,8.0,-0.0,1169.0,8.474999990314245,1061.0,37772.82930587977,4.57717951609338,,132600000.0,0.4509015263902751,0.4509015263902751,0.4509015263902751,75.36994385047697,-0.0,445.87445068359375,1503.3389766496111,520.8453369140625,2742.89111328125,6.140133646789808,-2.095833339728415,11.870833421746891,1588.8471673254282,485.0,2936.0,2451.0,8.474999990314245,0.0,3.189583325292915,2936.0,1061.0,1998.5,88.14342902422757,76.49372758957048,92.80903907798404,3064.170347458205,2616.1049076637014,3243.6168879873,1901.945556640625,137131.31581070734,5072.037044677734,-116066.03204045778,4124.837955322266,21065.283770249524,9196.875,177135.15796580003,473.5995446777344,-140421.48034482362,4124.837955322266,36713.67762097637,4598.4375,198156.0555037096,-4124.837955322266,-150175.63800370958,4124.837955322266,47980.4175,0.0,277174.78645065165,297.0311006075347,483074.7055391628,392.1319351167909,631321.2828947369,448.2809450597119,1804359.4185619387,757.8558181851621,2330725.762707895,861.3321381750357,2607316.5197856524,911.0074778277553,1527184.6321112865,697.2216049642881,1847651.057168732,766.8934722076722,1975995.2368909155,793.0818488368398,0.3039067724752463,0.11130966029055064,0.0,0.0005
789,Berthemont-les-Bains,St. Michael,7.309825,44.050857,spring,,,,,,,,,,,,,,,,,77.0,3.5,0.2,2.2,0.2,25.2,14.0,31.3,21.0,33.0,,,,50.0,,,,-12.2,-80.6,2.0,,,,,,,,,,,,POINT (7.309825 44.050857),0.4177288355136228,8.0,-0.0,1169.0,8.474999990314245,1061.0,,,,132600000.0,0.4509015263902751,0.4509015263902751,0.4509015263902751,75.36994385047697,-0.0,445.87445068359375,1503.3389766496111,520.8453369140625,2742.89111328125,6.140133646789808,-2.095833339728415,11.870833421746891,1588.8471673254282,485.0,2936.0,2451.0,8.474999990314245,0.0,3.189583325292915,2936.0,1061.0,1998.5,99.3944304582413,88.05047452242636,103.55929658929347,3496.9011718433485,3060.5951743120045,3657.08833072997,1901.945556640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011078630375995852
790,Berthemont-les-Bains,Le Campas,7.309825,44.050857,spring,,,,,,,,,,,,,,,,,35.1,10.0,1.0,1.1,0.1,11.6,6.5,31.0,50.0,,,,,31.0,,,,-10.6,-69.2,14.0,,,,,,,,,,,,POINT (7.309825 44.050857),0.4177288355136228,8.0,-0.0,1169.0,8.474999990314245,1061.0,,,,132600000.0,0.4509015263902751,0.4509015263902751,0.4509015263902751,75.36994385047697,-0.0,445.87445068359375,1503.3389766496111,520.8453369140625,2742.89111328125,6.140133646789808,-2.095833339728415,11.870833421746891,1588.8471673254282,485.0,2936.0,2451.0,8.474999990314245,0.0,3.189583325292915,2936.0,1061.0,1998.5,78.30031898478653,66.43848198763652,84.24123414083402,2685.589192095088,2229.364692204703,2914.0859288661454,1901.945556640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011078630375995852
792,Brides les Bains (Savoie),Charles Albert,6.570693449,45.45126276,spring,,0.0007,,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,0.0007,-3.154901959985743,1.546542663478131,POINT (6.570693449 45.45126276),0.5842479693228233,3.0,7.789669990539551,668.2103271484375,9.554166732666395,608.0,37809.836165291155,4.577604795514767,,204100000.0,0.5292669678153934,0.4347980856690753,0.6401208761548858,83.08603596042944,-0.0,610.4824829101562,1769.9079556851773,591.2908935546875,2903.621826171875,3.43206957081152,-2.941666714847088,9.783333274225392,1856.8367968966472,554.0,3342.0,2788.0,9.554166732666395,0.0,3.306250008909654,3342.0,608.0,1975.0,,,,,,,1755.8109130859375,,10892.360459838867,,7882.017540161133,56288.667848491415,18774.378,,1505.1714598388671,,7882.017540161133,83962.94678642225,9387.189,,-7882.017540161133,,7882.017540161133,103027.232,0.0,740640.3664275187,485.54418000905383,1104775.615610819,593.0101183485043,1355621.4736842106,656.8924698888881,,,,,,,,,,,,,0.25011479067735326,0.10055892175108506,0.0,0.0007
793,Brides les Bains (Savoie),Hybord,6.57182147,45.45094967,well,4.5,0.003472222,0.00255,,38.0,,,,,,,6.75,32.2,,,,950.0,640.0,99.2,57.8,,979.0,2.36,2440.0,383.0,,,,1.9,31.2,,,,-11.8,-88.3,16.0,,-8.7,,,,,,38.0,0.003472222,-2.4593925155540792,1.57978359661681,POINT (6.57182147 45.45094967),0.5842479693228233,3.0,7.789669990539551,668.2103271484375,9.554166732666395,608.0,187548.7784993137,5.273114239946431,,204100000.0,0.5292669678153934,0.4347980856690753,0.6401208761548858,83.08603596042944,-0.0,610.4824829101562,1769.9079556851773,591.2908935546875,2903.621826171875,3.43206957081152,-2.941666714847088,9.783333274225392,1856.8367968966472,554.0,3342.0,2788.0,9.554166732666395,0.0,3.306250008909654,3342.0,608.0,1975.0,78.56948074905843,66.71295011416439,84.47577227566615,2654.435154476617,2198.4147454422305,2881.600213192298,1755.8109130859375,775824.6239945494,54029.56231511805,-455963.4547410058,39097.306724761955,319861.1692535436,93126.86903988,1085235.7005142064,7466.127795178045,-628101.331028634,39097.306724761955,457134.3694855723,46563.43451994,1265550.5150937058,-39097.306724761955,-713851.2448469059,39097.306724761955,551699.2702468,0.0,4208699.595441363,1157.4414409406231,6014925.914283846,1383.694468869347,7259200.924300001,1520.0905959840688,10208218.736770388,1802.6028248731393,14279417.112029033,2131.9661431882155,16651980.461759288,2302.27930658235,5999519.141329024,1381.9212188232423,8264491.197745184,1621.9338002893983,9392779.53745929,1729.1080317661197,0.22549531803561426,0.09244319540338998,0.0,0.003472222
794,Brides les Bains (Savoie),Leray,6.57137133,45.45092171,spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (6.57137133 45.45092171),0.5842479693228233,3.0,7.789669990539551,668.2103271484375,9.554166732666395,608.0,,,,204100000.0,0.5292669678153934,0.4347980856690753,0.6401208761548858,83.08603596042944,-0.0,610.4824829101562,1769.9079556851773,591.2908935546875,2903.621826171875,3.43206957081152,-2.941666714847088,9.783333274225392,1856.8367968966472,554.0,3342.0,2788.0,9.554166732666395,0.0,3.306250008909654,3342.0,608.0,1975.0,,,,,,,1755.8109130859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011078630375995852
795,Brides les Bains (Savoie),Source froide en amont du Pont,6.57182147,45.45094968,spring,,0.005029167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005029167,-2.298503942829205,,POINT (6.57182147 45.45094968),0.5842479693228233,3.0,7.789669990539551,668.2103271484375,9.554166732666395,608.0,271645.6861684126,5.434002812671305,,204100000.0,0.5292669678153934,0.4347980856690753,0.6401208761548858,83.08603596042944,-0.0,610.4824829101562,1769.9079556851773,591.2908935546875,2903.621826171875,3.43206957081152,-2.941666714847088,9.783333274225392,1856.8367968966472,554.0,3342.0,2788.0,9.554166732666395,0.0,3.306250008909654,3342.0,608.0,1975.0,,,,,,,1755.8109130859375,,78256.42825246637,,56628.54643771364,,134884.97469018,,10813.940907376367,,56628.54643771364,,67442.48734509,,-56628.54643771364,,56628.54643771364,,0.0,,,,,,,,,,,,,,,,,,,,,,0.005029167
797,Challes (Savoie),Source Reine du soufre,5.988171864,45.55049926,spring,,,3.500000000000001e-06,6.333330000000001e-06,9.5,,,,,,,7.51,12.0,,,,259.0,71.0,11.6,2.8,,75.0,4.0,40.0,756.0,,,,100.0,7.0,,,,,,54.0,,,,,,,,9.5,4.916665000000002e-06,-5.308329381623974,0.9777236052888476,POINT (5.988171864 45.55049926),0.27523445109535005,6.0,13.440431594848633,304.5595703125,11.12500005712112,301.0,,,,239100000.0,0.3787755540055771,0.27523445109535005,0.4815504134617685,49.75563050663456,-0.0,333.56787109375,727.9076429477012,263.0,1797.5123291015625,9.320615672552726,4.074999943375588,11.358333319425585,777.1540278762108,260.0,1861.0,1601.0,11.12500005712112,4.074999943375588,7.600000000248354,1861.0,301.0,1081.0,23.416928160372684,10.076541898220142,37.15181895917527,472.7664655096756,-40.325313803883766,1001.0314962328521,1049.2561645507812,0.0,39.152421271292745,-47.9428311801033,36.090253222707275,0.0,75.24267449400003,323.6341375201498,1.5310840242927344,-322.1951771797055,36.090253222707275,1.438960340444325,37.621337247000014,716.0851975237878,-36.090253222707275,-604.5577677072877,36.090253222707275,111.5274298165001,0.0,0.0,0.0,18.933688690056908,2.4549501607917295,1467.4661817960541,21.612704442203984,0.0,0.0,4258.3439147388135,36.81674845545094,9422.173651628787,54.76468773446874,630.8267260539908,14.17033462455771,4239.410226048757,36.73480892205618,7954.707469832732,50.319598859170235,1.0,0.9631605382108797,0.0,4.916665000000002e-06
798,Chamonix (Haute-Savoie),Source la Vivifiante,6.878868607,45.92770512,spring,,0.002333333,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,0.002333333,-2.632023276747479,0.8750612633917001,POINT (6.878868607 45.92770512),0.4921801845262966,6.0,-0.0,1053.0,6.974999974171322,1046.0,149608.60228794074,5.174956565579091,,184500000.0,0.4770532773145638,0.4622978638058072,0.4921801845262966,66.67917002231171,-0.0,555.4075317382811,2417.353412455897,1050.74609375,3801.46044921875,-0.4763709681298863,-9.57083343093594,6.9750000188748045,2481.2822384428227,1038.0,4114.0,3076.0,6.974999974171322,0.0,0.0,4114.0,1046.0,2580.0,,,,,,,2423.730224609375,,38690.26963150924,,31536.24033613076,0.0,70226.50996764,,3577.0146476892405,,31536.24033613076,38059.48456293,35113.25498382,,-31536.24033613076,,31536.24033613076,73172.73954675,0.0,0.0,0.0,500782.69161750004,399.2544070784677,962799.2045625,553.5959765227107,,,,,,,,,,,,,1.0,0.4798679836414512,0.0,0.002333333
799,Cornillon en Trieves (Isere),Source Auvergne,5.7152717489999985,44.82633807,well,17.1,0.00025,,,10.8,,,,,,,,10.8,,,,,,,,,10.5,,,1202.0,,,,,,,,,,,,,,,,,,,10.8,0.00025,-3.6020599913279625,1.0334237554869496,POINT (5.715271748999998 44.82633807),0.5484107725605121,6.0,11.376666069030762,817.6233520507812,9.7791666512688,793.0,14385.931850252771,4.157937998608362,,186200000.0,0.5219581865429062,0.5008770998032115,0.5484107725605121,50.82860315591853,-0.0,304.31915283203125,1093.3677590110083,639.6222534179688,2506.122802734375,8.035627033417876,0.04166669212281704,10.51250010045866,1135.5255070682238,599.0,2684.0,2085.0,9.7791666512688,0.04166669212281704,4.910416671695809,2684.0,793.0,1738.5,,,,,,,1649.5614013671875,,2536.960663146973,,2100.7168368530274,0.0,4637.6775,,218.12191314697267,,2100.7168368530274,3837.689942659579,2318.83875,,-2100.7168368530274,,2100.7168368530274,11245.954765056716,0.0,0.0,0.0,50495.920298152356,126.78071873455617,147973.08901390416,217.02833253351912,,,,,,,,,,,,,1.0,0.3766471116693971,0.0,0.00025
