dataset,total_background_HF_MW,total_H_net_min_MW,total_Hv_net_min_MW,total_H_net_min_mW_m-2,total_H_net_min_as_perc_of_background_HF,n_springs_with_H_net_data,spring_density_net_per_km2,total_H_down_min_MW,total_Hv_down_min_MW,total_H_down_min_mW_m-2,total_H_down_min_as_perc_of_background_HF,n_springs_with_H_down_data,spring_density_down_per_km2,total_H_up_min_MW,total_Hv_up_min_MW,total_H_up_min_mW_m-2,total_H_up_min_as_perc_of_background_HF,n_springs_with_H_up_data,spring_density_up_per_km2,total_H_net_best_MW,total_Hv_net_best_MW,total_H_net_best_mW_m-2,total_H_net_best_as_perc_of_background_HF,total_H_down_best_MW,total_Hv_down_best_MW,total_H_down_best_mW_m-2,total_H_down_best_as_perc_of_background_HF,total_H_up_best_MW,total_Hv_up_best_MW,total_H_up_best_mW_m-2,total_H_up_best_as_perc_of_background_HF,total_H_net_max_MW,total_Hv_net_max_MW,total_H_net_max_mW_m-2,total_H_net_max_as_perc_of_background_HF,total_H_down_max_MW,total_Hv_down_max_MW,total_H_down_max_mW_m-2,total_H_down_max_as_perc_of_background_HF,total_H_up_max_MW,total_Hv_up_max_MW,total_H_up_max_mW_m-2,total_H_up_max_as_perc_of_background_HF,mean_flow_rate,n_springs,area_km2,median_temperature,total_spring_flux_km3_yr-1,total_spring_flux_est_km3_yr-1,total_recharge_km3_yr-1,percentage_of_total_meteoric_gw
Alps,15379.05,84.49,40.97,0.42,0.55,226.00,0.00,54.98,23.44,0.27,0.36,64.00,0.00,-34.64,17.53,-0.17,-0.23,62.00,0.00,111.70,20.48,0.55,0.73,78.64,2.95,0.39,0.51,-51.84,17.53,-0.26,-0.34,151.07,0.00,0.75,0.98,97.37,-17.53,0.48,0.63,-65.06,17.53,-0.32,-0.42,0.01,394.00,202355.89,18.05,0.08,0.14,103.08,0.13
