Name,"Discharge (L/s)",Temperature,"Air Temperature","Delta T",Precip,Source,State,"Log Discharge",Latitude,Longitude,"Approx Heat Flow (W)","Corrected Heat Flow","Log approx heat flow","Crustal Heat Flow (mW/m2)","Heat Flow Area (m2)","Heat Flow Area (km2)","Precip Area (m2)",hfa/pa
"North Borax Lake Hot Spring",0.16666666666667,97,7,90,254,"Black 1994",Oregon,-0.77815125038364,42.347,-118.601,60668,62760,4.78295967809419,47.9,1310229.64509395,1.31022964509395,20692.9133858268,63.3177948732615
374525110420800,0.06333333333333,22,12,10,178,"Blackett and Wakefield 2002",Utah,-1.19836765376683,37.757,-110.7022,3179.84,2649.86666666667,3.50240526814001,55,48179.3939393939,0.04817939393939,11220.6741573034,4.29380563627139
402534109265600,0.28333333333333,18,7.9,10.1,187,"Blackett and Wakefield 2002",Utah,-0.54770232900537,40.4261,-109.4489,9483.73333333333,11973.2133333333,3.97697933384579,65.4,183076.656472987,0.18307665647299,47781.8181818182,3.83151297793541
392411113514300,66.245,20,9.9,10.1,214,"Blackett and Wakefield 2002",Utah,1.82115310442989,39.4031,-113.8619,2771690.8,2799407.708,6.4427447802891,65.7,42608945.327245,42.6089453272451,9762160.37383178,4.36470450141975
394627112051400,0.29666666666667,20.5,10.3,10.2,239,"Blackett and Wakefield 2002",Utah,-0.52773124807475,39.7742,-112.0872,13033.16,12660.784,4.11504972685441,77.9,162526.110397946,0.16252611039795,39145.1046025105,4.15188851960617
411421112244600,2.65,21,10.8,10.2,333,"Blackett and Wakefield 2002",Utah,0.42324587393681,41.2392,-112.4128,121963.6,113093.52,5.08623023495425,145.4,777809.628610729,0.77780962861073,250962.162162162,3.09931035782254
394718111525000,0.08166666666667,20,9.6,10.4,334,"Blackett and Wakefield 2002",Utah,-1.08795517035513,39.7883,-111.8806,3416.93333333333,3553.61066666667,3.53363650550409,77.9,45617.595207531,0.04561759520753,7710.89820359282,5.91598981118386
370833110005800,0.12666666666667,23.3,12.9,10.4,195,"Blackett and Wakefield 2002",Utah,-0.89733765810285,37.1425,-110.0161,7048.64533333333,5511.72266666667,3.84810565872345,55,100213.139393939,0.10021313939394,20484.9230769231,4.89204372492044
403320112442000,200,21,10.2,10.8,222,"Blackett and Wakefield 2002",Utah,2.30102999566398,40.5555,-112.739,9204800,9037440,6.96401435668142,65.7,137556164.383562,137.556164383562,28410810.8108108,4.84168386814287
403922112542600,0.12666666666667,21.1,10.1,11,233,"Blackett and Wakefield 2002",Utah,-0.89733765810285,40.656,-112.9073,5882.704,5829.70666666667,3.76957699654302,86.9,67085.2320675105,0.06708523206751,17144.0343347639,3.91303649756918
375342110581800,0.28333333333333,23,11.9,11.1,171,"Blackett and Wakefield 2002",Utah,-0.54770232900537,37.895,-110.9717,15411.0666666667,13158.68,4.18783269916069,55,239248.727272727,0.23924872727273,52252.6315789474,4.57869240348692
401016112253400,37.85,20,8.7,11.3,284,"Blackett and Wakefield 2002",Utah,1.57806588383609,40.1711,-112.4262,1583644,1789517.72,6.19965755969531,77.9,22971986.1360719,22.9719861360719,4202949.29577465,5.46568243380102
395630112373400,21.52,20.5,9.1,11.4,241,"Blackett and Wakefield 2002",Utah,1.33284226699435,39.9417,-112.6261,945416.64,1026452.352,5.97562324192351,77.9,13176538.5365854,13.1765385365854,2815994.68879668,4.6791773397186
374202110251600,3.15,25.5,14,11.5,134,"Blackett and Wakefield 2002",Utah,0.4983105537896,37.7006,-110.4211,204283.8,151565.4,5.31023392781911,55,2755734.54545455,2.75573454545455,741331.343283582,3.71727780083945
374238110442400,0.28333333333333,25,13.4,11.6,143,"Blackett and Wakefield 2002",Utah,-0.54770232900537,37.7106,-110.74,17782,13751.4133333333,4.24998060590953,55,250025.696969697,0.2500256969697,62483.9160839161,4.00144089294774
373754110430900,0.31666666666667,25,13.4,11.6,143,"Blackett and Wakefield 2002",Utah,-0.49939764943081,37.6317,-110.7192,19874,15369.2266666667,4.29828528548408,55,279440.484848485,0.27944048484848,69834.965034965,4.00144089294774
413647113364700,24.35,20,8.4,11.6,224,"Blackett and Wakefield 2002",Utah,1.38649896555065,41.613,-113.613,1018804,1181812.64,6.00809064140987,86.9,13599685.155351,13.599685155351,3428132.14285714,3.96708311950206
402129109234900,63.0833333333333,20,8.4,11.6,192,"Blackett and Wakefield 2002",Utah,1.79991463345245,40.358,-109.397,2639406.66666667,3061711.73333333,6.42150630931167,65.4,46815164.1182467,46.8151641182467,10361437.5,4.51821131172645
395238113242300,4.71666666666667,21,9.3,11.7,215,"Blackett and Wakefield 2002",Utah,0.67363518514065,39.8772,-113.4063,217079.866666667,230894.04,5.33661954615809,65.7,3514368.94977169,3.51436894977169,691836.279069767,5.07976967397121
371704112482700,0.145,24.5,12.7,11.8,355,"Blackett and Wakefield 2002",Utah,-0.83863199776503,37.2844,-112.8075,8796.86,7158.824,3.94432768032917,96.9,73878.4726522188,0.07387847265222,12880.9014084507,5.73550486177541
375458111011900,0.56666666666667,23,11.2,11.8,194,"Blackett and Wakefield 2002",Utah,-0.24667233334139,37.9161,-111.0219,30822.1333333333,27977.0133333333,4.48886269482467,55,508672.96969697,0.50867296969697,92115.4639175258,5.5221235182879
412704112262000,13.8833333333333,22,10.2,11.8,312,"Blackett and Wakefield 2002",Utah,1.14249375102314,41.451,-112.439,697054.4,685436.826666667,5.84326667292999,145.4,4714145.98807886,4.71414598807886,1403284.61538462,3.35936554594579
394225109482500,0.01833333333333,20,8,12,273,"Blackett and Wakefield 2002",Utah,-1.73675856522542,39.707,-109.807,767.066666666667,920.48,2.8848331106338,65.4,14074.6177370031,0.014074617737,2117.8021978022,6.64586038847695
394719113112200,0.03166666666667,22,9.8,12.2,203,"Blackett and Wakefield 2002",Utah,-1.49939764943081,39.7886,-113.1894,1589.92,1616.41866666667,3.20137527247603,65.7,24603.0238457636,0.02460302384576,4919.40886699507,5.00121549376152
402729111555300,1.9,21,8.8,12.2,413,"Blackett and Wakefield 2002",Utah,0.27875360095283,40.4581,-111.9314,87445.6,96985.12,4.94173796197027,77.9,1244995.12195122,1.24499512195122,145080.871670702,8.58138710923278
402325112252500,28.3883333333333,21.7,9.5,12.2,253,"Blackett and Wakefield 2002",Utah,1.45313989603471,40.3903,-112.4236,1389688.404,1449076.79733333,6.14291743364009,77.9,18601756.063329,18.601756063329,3538555.256917,5.25687878604333
392236110262300,0.00666666666667,21,8.7,12.3,216,"Blackett and Wakefield 2002",Utah,-2.17609125905568,39.3767,-110.4397,306.826666666667,343.088,2.48689310196176,93.4,3673.31905781585,0.00367331905782,973.333333333333,3.77395793611217
381332110441800,6.23,23,10.7,12.3,205,"Blackett and Wakefield 2002",Utah,0.79448804665917,38.2256,-110.7383,338862.16,320615.736,5.53002307482522,166.4,1926777.25961538,1.92677725961538,958386.731707317,2.01043816224681
380219110500500,0.28333333333333,23,10.6,12.4,211,"Blackett and Wakefield 2002",Utah,-0.54770232900537,38.0386,-110.8347,15411.0666666667,14699.7866666667,4.18783269916069,166.4,88340.0641025641,0.08834006410256,42346.9194312796,2.08610367150607
413841112172900,0.63333333333333,22,9.5,12.5,358,"Blackett and Wakefield 2002",Utah,-0.19836765376683,41.6447,-112.2914,31798.4,33123.3333333333,4.50240526814001,145.4,227808.344795965,0.22780834479597,55789.9441340782,4.08332269070714
403354112443000,113.566666666667,22.7,10.2,12.5,222,"Blackett and Wakefield 2002",Utah,2.05525087884822,40.565,-112.7417,6034569.25333333,5939536.66666667,6.78064627566339,65.7,90403906.6463724,90.4039066463724,16132605.4054054,5.6038007733135
392555113523000,63.0833333333333,20,7.3,12.7,321,"Blackett and Wakefield 2002",Utah,1.79991463345245,39.432,-113.875,2639406.66666667,3352046.46666667,6.42150630931167,65.7,51020494.1653983,51.0204941653983,6197495.3271028,8.2324376982224
404359112372400,1.58333333333333,22.2,9.4,12.8,277,"Blackett and Wakefield 2002",Utah,0.1995723549052,40.733,-112.6233,80820.9333333333,84795.7333333333,4.90752386143917,145.4,583189.362677671,0.58318936267767,180259.927797834,3.23526903512206
404436111381800,1.9,22.2,9.3,12.9,420,"Blackett and Wakefield 2002",Utah,0.27875360095283,40.7433,-111.6383,96985.12,102549.84,4.9867051074868,145.4,705294.635488308,0.70529463548831,142662.857142857,4.94378599737458
394603110423000,0.19,20,7,13,290,"Blackett and Wakefield 2002",Utah,-0.72124639904717,39.7675,-110.7083,7949.6,10334.48,3.90034527681205,93.4,110647.537473233,0.11064753747323,20661.5172413793,5.3552474477352
400947111371600,103.466666666667,22.7,9.7,13,358,"Blackett and Wakefield 2002",Utah,2.01480045786649,40.163,-111.621,5497887.57333333,5627758.93333333,6.74019585468166,77.9,72243375.2674369,72.2433752674369,9114315.08379888,7.92636359432568
404149111293600,3.15,21,7.8,13.2,573,"Blackett and Wakefield 2002",Utah,0.4983105537896,40.697,-111.4932,144975.6,173970.72,5.16129491480704,145.4,1196497.38651994,1.19649738651994,173365.445026178,6.90159095048771
411937111493500,21.45,24,10.6,13.4,452,"Blackett and Wakefield 2002",Utah,1.33142729652074,41.3269,-111.8264,1256455.2,1202607.12,6.0991470080582,145.4,8271025.58459422,8.27102558459422,1496564.60176991,5.52667460850838
395403113265700,0.19,22.5,8.8,13.7,227,"Blackett and Wakefield 2002",Utah,-0.72124639904717,39.9008,-113.4492,9937,10890.952,3.9972552898201,65.7,165767.914764079,0.16576791476408,26395.7709251101,6.28009370267663
395314113244700,198.103333333333,23.5,9.3,14.2,215,"Blackett and Wakefield 2002",Utah,2.29689178314124,39.8872,-113.4131,11189668.68,11769873.7226667,7.04881722749546,65.7,179145718.76205,179.14571876205,29057612.6511628,6.16519054447788
403847112312600,25.2333333333333,24.4,10.1,14.3,278,"Blackett and Wakefield 2002",Utah,1.40197462478041,40.6464,-112.5239,1520298.24,1509740.61333333,6.18192879273488,145.4,10383360.4768455,10.3833604768455,2862440.28776978,3.62745050829881
411955112241800,19.55,25,10.6,14.4,339,"Blackett and Wakefield 2002",Utah,1.29114676173189,41.332,-112.405,1226958,1177879.68,6.08882969664678,145.4,8100960.66024759,8.10096066024759,1818669.02654867,4.45433475909631
384626112054500,88.3166666666667,20,5.6,14.4,401,"Blackett and Wakefield 2002",Utah,1.94604266913069,38.7738,-112.0957,3695169.33333333,5321043.84,6.5676343449899,246.2,21612688.2209586,21.6126882209586,6945522.19451371,3.11174417353824
394603110420100,0.05833333333333,22,7,15,290,"Blackett and Wakefield 2002",Utah,-1.23408320603337,39.7675,-110.7003,2928.8,3661,3.46668971587347,93.4,39197.0021413276,0.03919700214133,6343.44827586207,6.17913167046369
413533112160000,0.95,24.5,9.5,15,358,"Blackett and Wakefield 2002",Utah,-0.02227639471115,41.5925,-112.2667,57634.6,59622,4.76068328338304,145.4,410055.020632737,0.41005502063274,83684.9162011173,4.89998722884857
380639110571000,0.56666666666667,25,9.7,15.3,232,"Blackett and Wakefield 2002",Utah,-0.24667233334139,38.1108,-110.9528,35564,36275.28,4.55101060157351,166.4,218000.480769231,0.21800048076923,77027.5862068966,2.83016113452757
380635110564800,0.63333333333333,25,9.7,15.3,232,"Blackett and Wakefield 2002",Utah,-0.19836765376683,38.1097,-110.9467,39748,40542.96,4.59931528114807,166.4,243647.596153846,0.24364759615385,86089.6551724138,2.83016113452757
372000113413000,6.5,29.6,14,15.6,272,"Blackett and Wakefield 2002",Utah,0.81291335664286,37.3333,-113.6917,533041.6,424257.6,5.72676110385855,96.9,4378303.40557276,4.37830340557276,753617.647058823,5.80971454511469
415004112031000,0.63333333333333,25,9.2,15.8,409,"Blackett and Wakefield 2002",Utah,-0.19836765376683,41.8344,-112.0528,39748,41867.8933333333,4.59931528114807,145.4,287949.7478221,0.2879497478221,48833.2518337408,5.89659170768439
401034111480400,28.3166666666667,24,8.1,15.9,435,"Blackett and Wakefield 2002",Utah,1.4520421284854,40.1761,-111.8011,1658677.06666667,1883783.24,6.21976184002286,77.9,24182069.8331194,24.1820698331194,2052860.68965517,11.7796935539651
402348112241200,63.0833333333333,24,8.1,15.9,353,"Blackett and Wakefield 2002",Utah,1.79991463345245,40.3967,-112.4033,3695169.33333333,4196656.6,6.5676343449899,77.9,53872356.8677792,53.8723568677792,5635682.71954674,9.55915361965444
391207111165400,0.01333333333333,21.5,5.1,16.4,333,"Blackett and Wakefield 2002",Utah,-1.8750612633917,39.2019,-111.2817,641.546666666667,914.901333333333,2.80722825282113,166.4,5498.20512820513,0.00549820512821,1262.7027027027,4.35431484896382
413533112161900,0.12666666666667,26,9.5,16.5,358,"Blackett and Wakefield 2002",Utah,-0.89733765810285,41.5925,-112.2719,8479.57333333333,8744.56,3.92837400041229,145.4,60141.4030261348,0.06014140302613,11157.9888268156,5.38998595173342
395100113234100,53.6266666666667,26,9.3,16.7,215,"Blackett and Wakefield 2002",Utah,1.72938080286902,39.85,-113.3947,3589983.57333333,3747045.35466667,6.55509246138417,65.7,57032653.8001015,57.0326538001015,7865909.58139535,7.25061141498455
375607112253000,17.6666666666667,20,3.2,16.8,527,"Blackett and Wakefield 2002",Utah,1.24715461488113,37.9353,-112.425,739173.333333333,1241811.2,5.86874629074034,246.2,5043912.26645004,5.04391226645004,1057184.06072106,4.77108240074088
414925113154500,0.31666666666667,25,8.1,16.9,267,"Blackett and Wakefield 2002",Utah,-0.49939764943081,41.8236,-113.2625,19874,22391.3733333333,4.29828528548408,86.9,257668.277713847,0.25766827771385,37402.2471910112,6.88911220756201
403213113571400,0.63333333333333,23.9,7,16.9,279,"Blackett and Wakefield 2002",Utah,-0.19836765376683,40.537,-113.954,36833.1466666667,44782.7466666667,4.56623882234648,65.7,681624.759005581,0.68162475900558,71587.0967741935,9.52161478423441
395029113233600,340.686666666667,27,9.3,17.7,215,"Blackett and Wakefield 2002",Utah,2.53235513707124,39.8414,-113.3933,24232361.2266667,25230164.336,7.38439573430874,65.7,384020766.149163,384.020766149163,49971603.3488372,7.68477976318722
385804111195100,0.015,20.5,2.7,17.8,459,"Blackett and Wakefield 2002",Utah,-1.82390874094432,38.9678,-111.3308,658.98,1117.128,2.81887223398484,246.2,4537.48172217709,0.00453748172218,1030.58823529412,4.40280760713531
414349112062000,30.8333333333333,27,9.1,17.9,407,"Blackett and Wakefield 2002",Utah,1.48902047801937,41.7303,-112.1056,2193113.33333333,2309219.33333333,6.34106107525686,145.4,15881838.606144,15.881838606144,2389090.90909091,6.64764934047122
375747110300400,0.25,31,12.5,18.5,163,"Blackett and Wakefield 2002",Utah,-0.60205999132796,37.963,-110.5012,21966,19351,4.34175097926517,166.4,116292.067307692,0.11629206730769,48368.0981595092,2.40431341592515
395030113233000,4.73333333333333,27.8,9.3,18.5,215,"Blackett and Wakefield 2002",Utah,0.67516708966339,39.8417,-113.3917,352515.946666667,366378.933333333,5.54717876783151,65.7,5576543.88635211,5.5765438863521,694280.930232558,8.03211444174935
381014110321700,0.28333333333333,27,8.4,18.6,287,"Blackett and Wakefield 2002",Utah,-0.54770232900537,38.1706,-110.5381,20152.9333333333,22049.68,4.30433826823212,166.4,132510.096153846,0.13251009615385,31133.1010452962,4.25624469470788
395002113232600,209.545,28.5,9.3,19.2,215,"Blackett and Wakefield 2002",Utah,2.32127730249596,39.8339,-113.3906,16219621.18,16833336.576,7.21004070675819,65.7,256215168.584475,256.215168584475,30735865.6744186,8.33603228549122
392105113305200,11.1033333333333,28.5,9.2,19.3,236,"Blackett and Wakefield 2002",Utah,1.04545337797151,39.3514,-113.5144,859442.413333333,896607.490666667,5.93421678223375,65.7,13646993.7696601,13.6469937696601,1483706.44067797,9.19790694136517
392527113290900,6.31666666666667,28,8.5,19.5,261,"Blackett and Wakefield 2002",Utah,0.80048795958443,39.4242,-113.4858,475720.8,515364.2,5.67735214054695,65.7,7844203.95738204,7.84420395738204,763227.586206896,10.2776735264069
381608112543200,3.15,28,8.4,19.6,315,"Blackett and Wakefield 2002",Utah,0.4983105537896,38.269,-112.909,237232.8,258320.16,5.37517473475212,90.2,2863859.86696231,2.86385986696231,315360,9.08124006520264
402815114012900,63.09,27,7,20,279,"Blackett and Wakefield 2002",Utah,1.79996052740598,40.4708,-114.0247,4487465.52,5279371.2,6.65200112464348,69.8,75635690.5444126,75.6356905444126,7131205.16129032,10.6062984914498
392046111130700,0.04166666666667,22.5,2.4,20.1,497,"Blackett and Wakefield 2002",Utah,-1.38021124171161,39.3461,-111.2186,2179.16666666667,3504.1,3.33829044715567,93.4,37517.130620985,0.03751713062099,2643.86317907445,14.1902693444669
394926110035300,0.06333333333333,24,3.6,20.4,445,"Blackett and Wakefield 2002",Utah,-1.19836765376683,39.8239,-110.0647,3709.81333333333,5405.728,3.56935205777062,93.4,57877.1734475375,0.05787717344754,4488.26966292135,12.8952085757401
392457110283500,1.89333333333333,29,8.1,20.9,242,"Blackett and Wakefield 2002",Utah,0.27722708099136,39.4158,-110.4764,150512.426666667,165563.669333333,5.1775723578034,93.4,1772630.29264811,1.77263029264811,246727.933884297,7.18455452020029
402956114023900,643.52,29,7,22,279,"Blackett and Wakefield 2002",Utah,2.80856204891665,40.4989,-114.0442,51157265.92,59234728.96,7.70890732572869,69.8,848635085.386819,848.635085386819,72738518.7096774,11.6669283405948
392758114021000,504.721666666667,26.8,4.3,22.5,453,"Blackett and Wakefield 2002",Utah,2.70305194850583,39.4661,-114.0361,35477491.616,47514497.7,7.54995290609091,69.8,680723462.750716,680.723462750716,35136650.0662252,19.3736016799466
383528112063800,0.63166666666667,25,1.8,23.2,564,"Blackett and Wakefield 2002",Utah,-0.19951204041557,38.5911,-112.1106,39643.4,61315.1253333333,4.59817089449933,246.2,249046.000541565,0.24904600054157,35319.5744680851,7.05121747054467
402756109131600,170.343333333333,31,7.8,23.2,214,"Blackett and Wakefield 2002",Utah,2.23132514140726,40.4656,-109.2211,14967046.64,16535022.9546667,7.1751361120004,65.4,252829097.166157,252.829097166157,25102557.7570093,10.0718460490569
401036111480300,20.8833333333333,32,8.1,23.9,435,"Blackett and Wakefield 2002",Utah,1.31979982061051,40.1767,-111.8008,1922269.06666667,2088283.21333333,6.28381417729193,77.9,26807229.9529311,26.8072299529311,1513969.65517241,17.7065833924381
401035111480600,21.64,32,8.1,23.9,435,"Blackett and Wakefield 2002",Utah,1.33525725643453,40.1764,-111.8017,1991918.72,2163948.064,6.29927161311596,77.9,27778537.406932,27.778537406932,1568825.37931034,17.7065833924381
385147112302500,2.2,35,8.1,26.9,319,"Blackett and Wakefield 2002",Utah,0.34242268082221,38.863,-112.507,230120,247609.12,5.36195436535346,246.2,1005723.47684809,1.00572347684809,217489.655172414,4.62423592538601
383538112323500,1.26166666666667,33.9,6.3,27.6,393,"Blackett and Wakefield 2002",Utah,0.10094462911643,38.5939,-112.5431,126163.638666667,145695.248,5.10093420592378,246.2,591775.987002437,0.59177598700244,101241.526717557,5.8451902711164
400812111494300,8.45333333333333,36.5,8.1,28.4,435,"Blackett and Wakefield 2002",Utah,0.92702799449003,40.1367,-111.8286,937271.786666667,1004472.40533333,5.97186554428606,77.9,12894382.610184,12.894382610184,612837.517241379,21.0404589265792
403130111280000,3.15,39,10,29,413,"Blackett and Wakefield 2002",Utah,0.4983105537896,40.525,-111.4667,382208.4,382208.4,5.58230022754777,77.9,4906397.94608472,4.90639794608472,240528.813559322,20.3983791940779
403133111291000,9.46666666666667,39.8,10,29.8,413,"Blackett and Wakefield 2002",Utah,0.97619708532738,40.5258,-111.4861,1180334.29333333,1180334.29333333,6.07200502526285,77.9,15151916.4741121,15.1519164741121,722859.079903148,20.9610931028801
