,spring number,spring location,spring name,long,lat,type,well_depth,flow_rate_mean,flow_rate_min,flow_rate_max,temp_mean,temp_min,temp_max,reference,reference_DOI,reference_link,EC,pH,sample_temperature,TDS,TDS_min,TDS_max,Na,Ca,Mg,K,NH4,Cl,F,SO4,HCO3,CO3,NO3,Si,Li,SiO2,reference_hydrochemistry,doi_hydrochemistry,reference_link_hydrochemistry,delta_18O,delta_2H,3H,delta_14C,delta_13C,4He,3He,reference_isotope_data,DOI_isotope_data,reference_link_isotope_data,temperature,flow_rate,log_flow_rate,log_temperature,geometry,recharge,lithology,gw_lvl_depth,gw_lvl_elev,surface_temp,elevation,contributing_area,log_contrib_area,geometry_ws,watershed_area,mean_recharge_ws,min_recharge_ws,max_recharge_ws,mean_gw_lvl_depth_ws,min_gw_lvl_depth_ws,max_gw_lvl_depth_ws,mean_gw_lvl_elev_ws,min_gw_lvl_elev_ws,max_gw_lvl_elev_ws,mean_surface_temp_ws,min_surface_temp_ws,max_surface_temp_ws,mean_elevation_ws,min_elevation_ws,max_elevation_ws,ws_relief
321,758,Saint-Gervais-les-Bains,Cold Spring,6.70611111,45.8966667,spring,,0.0001,,,,,,,,,,7.32,10.8,736.0,,,10.1,147.0,27.3,2.1,,10.2,0.2,324.0,204.0,,,,0.046,,,,,-11.33,-80.1,,,,,,,,,,0.0001,-4.0,,POINT (6.70611111 45.8966667),0.5915812449279453,6.0,7.5510826110839835,754.4489135742188,9.012499946790435,690.0,5334.449033089904,3.7270895701062403,,147200000.0,0.5597841463407641,0.4902041868849394,0.5975670072094079,84.26026990649397,-0.0,513.21337890625,1896.146797117123,590.7106323242188,3952.543701171875,2.402225570028855,-10.262500144541264,9.545833343019087,1985.4584450402144,578.0,4119.0,3541.0
328,776,Amphion (Publier) (Haute-Savoie),source du nant,6.54715688,46.39416705,spring,,,,,,,,,,,0.054000000000000006,7.5,,,,,11.0,99.4,16.4,2.2,0.05,16.0,,45.0,331.0,,13.5,,,10.5,,,,,,,,,,,,,,,,,,POINT (6.54715688 46.39416705),0.516340169182918,3.0,10.75585651397705,375.244140625,10.841666708389916,370.0,,,,159800000.0,0.5360061890806657,0.516340169182918,0.548431133974117,47.24561726909502,-0.0,318.230224609375,860.3715073080624,369.8392028808594,1837.75146484375,8.031488323561291,2.987500086426735,11.241666833559673,894.2079692415241,370.0,2084.0,1714.0
329,786,Bauche [la] (Savoie),,5.77499728,45.48230039,spring,,8.33333e-05,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,8.33333e-05,-4.079181419765452,1.0791812460476249,POINT (5.77499728 45.48230039),0.28270108579688946,5.0,120.9267807006836,797.0732421875,9.96249993890524,648.0,9302.40130018254,3.96859507079102,,167900000.0,0.2765942576628564,0.2728738282220013,0.28031468710371144,38.28060489555972,-0.0,181.68251037597656,499.8305963827363,260.0,1232.5777587890625,10.44695625889135,7.358333364129066,11.395833360652126,538.1712744436952,254.0,1306.0,1052.0
332,789,Berthemont-les-Bains,St. Michael,7.309825,44.050857,spring,,,,,,,,,,,,,,,,,77.0,3.5,0.2,2.2,0.2,25.2,14.0,31.3,21.0,33.0,,,,50.0,,,,-12.2,-80.6,2.0,,,,,,,,,,,,POINT (7.309825 44.050857),0.4177288355136228,8.0,-0.0,1169.0,8.474999990314245,1061.0,,,,132600000.0,0.4509015263902751,0.4509015263902751,0.4509015263902751,75.36994385047697,-0.0,445.87445068359375,1503.3389766496111,520.8453369140625,2742.89111328125,6.140133646789808,-2.095833339728415,11.870833421746891,1588.8471673254282,485.0,2936.0,2451.0
333,790,Berthemont-les-Bains,Le Campas,7.309825,44.050857,spring,,,,,,,,,,,,,,,,,35.1,10.0,1.0,1.1,0.1,11.6,6.5,31.0,50.0,,,,,31.0,,,,-10.6,-69.2,14.0,,,,,,,,,,,,POINT (7.309825 44.050857),0.4177288355136228,8.0,-0.0,1169.0,8.474999990314245,1061.0,,,,132600000.0,0.4509015263902751,0.4509015263902751,0.4509015263902751,75.36994385047697,-0.0,445.87445068359375,1503.3389766496111,520.8453369140625,2742.89111328125,6.140133646789808,-2.095833339728415,11.870833421746891,1588.8471673254282,485.0,2936.0,2451.0
336,794,Brides les Bains (Savoie),Leray,6.57137133,45.45092171,spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (6.57137133 45.45092171),0.5842479693228233,3.0,7.789669990539551,668.2103271484375,9.554166732666395,608.0,,,,204100000.0,0.5292669678153934,0.4347980856690753,0.6401208761548858,83.08603596042944,-0.0,610.4824829101562,1769.9079556851773,591.2908935546875,2903.621826171875,3.43206957081152,-2.941666714847088,9.783333274225392,1856.8367968966472,554.0,3342.0,2788.0
337,795,Brides les Bains (Savoie),Source froide en amont du Pont,6.57182147,45.45094968,spring,,0.005029167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005029167,-2.298503942829205,,POINT (6.57182147 45.45094968),0.5842479693228233,3.0,7.789669990539551,668.2103271484375,9.554166732666395,608.0,271645.6861684126,5.434002812671305,,204100000.0,0.5292669678153934,0.4347980856690753,0.6401208761548858,83.08603596042944,-0.0,610.4824829101562,1769.9079556851773,591.2908935546875,2903.621826171875,3.43206957081152,-2.941666714847088,9.783333274225392,1856.8367968966472,554.0,3342.0,2788.0
343,802,Evian (Haute Savoie),Source Cachat sud,6.592075679,46.39910857,spring,,0.026666667,,,10.9,,,,,,,7.3,,,,,505.0,78.0,25.0,0.9,,2.7,,10.0,354.0,,3.0,,,13.6,,,,-10.9,,20.0,,,,,,,,10.9,0.026666667,-1.5740312622990378,1.0374264979406236,POINT (6.592075679 46.39910857),0.5799406712468088,3.0,99.48033905029295,380.5196533203125,10.433333297570547,419.0,1451072.5876665798,6.16168913789229,,115900000.0,0.5186254631369119,0.5186254631369119,0.5186254631369119,7.790653347426174,-0.0,88.14523315429688,480.5890467479976,369.940185546875,845.7264404296875,10.207453951518826,8.17083340138197,11.2416668732961,489.05235350624395,370.0,912.0,542.0
344,803,Evian (Haute Savoie),Source Cachat nord,6.593416437999999,46.3995989,spring,,0.011916667,,,11.0,,,,,,,7.39,11.0,,,,6.2,73.0,22.5,1.1,,2.3,,13.9,331.0,,2.2,,7.0,15.0,,,,,,,,,,,,,,11.0,0.011916667,-1.9238451964344656,1.0413926851582251,POINT (6.593416437999999 46.3995989),0.5799406712468088,3.0,99.48033905029295,380.5196533203125,10.433333297570547,426.0,648448.0726463093,5.811875203756862,,115900000.0,0.5186254631369119,0.5186254631369119,0.5186254631369119,7.790653347426174,-0.0,88.14523315429688,480.5890467479976,369.940185546875,845.7264404296875,10.207453951518826,8.17083340138197,11.2416668732961,489.05235350624395,370.0,912.0,542.0
345,804,Evian (Haute Savoie),Source Bonnevie,6.589074993,46.39904082,spring,,0.000396667,,0.000683333,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.000396667,-3.401573928373939,1.0413926851582251,POINT (6.589074993 46.39904082),0.5799406712468088,3.0,88.14523315429688,381.8547668457031,10.495833421746891,414.0,21584.72261013868,4.3341464718173865,,115900000.0,0.5186254631369119,0.5186254631369119,0.5186254631369119,7.790653347426174,-0.0,88.14523315429688,480.5890467479976,369.940185546875,845.7264404296875,10.207453951518826,8.17083340138197,11.2416668732961,489.05235350624395,370.0,912.0,542.0
346,805,Evian (Haute Savoie),Source Guillot,6.589074993,46.39904082,spring,,0.000463333,,0.00085,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,0.000463333,-3.3341067669077527,1.0681858617461617,POINT (6.589074993 46.39904082),0.5799406712468088,3.0,88.14523315429688,381.8547668457031,10.495833421746891,414.0,25212.367757144882,4.401613633283573,,115900000.0,0.5186254631369119,0.5186254631369119,0.5186254631369119,7.790653347426174,-0.0,88.14523315429688,480.5890467479976,369.940185546875,845.7264404296875,10.207453951518826,8.17083340138197,11.2416668732961,489.05235350624395,370.0,912.0,542.0
347,806,Evian (Haute Savoie),Source des Cordeliers,6.593347992000001,46.39955642,spring,,,0.001316667,0.0019,10.9,,,,,,,7.2,11.5,,,,5.3,72.2,24.6,1.2,,2.1,,12.9,339.0,,,,,12.4,,,,,,,,,,,,,,10.9,0.0016083335000000002,-2.793623892035244,1.0374264979406236,POINT (6.593347992000001 46.39955642),0.5799406712468088,3.0,99.48033905029295,380.5196533203125,10.433333297570547,426.0,,,,115900000.0,0.5186254631369119,0.5186254631369119,0.5186254631369119,7.790653347426174,-0.0,88.14523315429688,480.5890467479976,369.940185546875,845.7264404296875,10.207453951518826,8.17083340138197,11.2416668732961,489.05235350624395,370.0,912.0,542.0
363,835,Salins les thermes (Savoie),Source froide,6.52854649,45.47105234,spring,,0.0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0101,-1.9956786262173571,,POINT (6.52854649 45.47105234),0.5842479693228233,6.0,7.04310941696167,559.9569091796875,10.129166583220163,502.0,545541.9218134866,5.736828129283153,,3500000.0,,,,90.01651422182721,-0.0,262.85848999023443,755.1501515706382,511.1415100097656,1194.9761962890625,9.24895833261932,7.458333293596903,10.370833384493986,823.327868852459,483.0,1520.0,1037.0
365,838,Thonon les Bains (Haute Savoie),Forage la versoie,6.4692048710000005,46.35544776,well,42.75,,0.005804999999999999,0.0173,8.0,,,,,,,,8.0,,,,3.39,97.3,13.0,0.5,,7.28,,11.1,330.0,,1.8,,,7.1,,,,,,96.0,,,,,,,,8.0,0.0115525,-1.9373240228092572,0.9030899869919436,POINT (6.469204871000001 46.35544776),0.2477862391977028,1.0,-0.0,466.0,10.345833333830036,461.0,,,,86800000.0,0.2477862391977028,0.2477862391977028,0.2477862391977028,14.37934038715159,-0.0,176.67071533203125,505.349825753106,369.1907958984375,1261.532470703125,10.263869869518501,6.358333301109573,11.241666803757347,519.2177263969171,370.0,1379.0,1009.0
371,850,Lipnica,,14.158953,46.32033300000001,spring,,,,,,6.7,7.0,,,,0.025,8.0,6.8,,,,,44.0,6.0,,,0.47,,1.9,160.0,,,,,,,,,,,,,,,,,,,6.85,,,0.8356905714924255,POINT (14.158953 46.32033300000001),0.8895663858454099,1.0,61.07841491699219,510.9215698242188,8.216666631400585,515.0,,,,154800000.0,0.8533730557592479,0.7905762853495137,0.8895663858454099,37.113899158655116,-0.0,239.9593048095703,679.9362092928122,383.9971008300781,1848.4039306640625,7.610785263916477,3.9708333549400168,9.037499985036753,721.969696969697,375.0,2010.0,1635.0
373,857,Kroparica,,14.194472,46.285299,spring,,,0.224,0.386,7.0,6.8,7.2,,,,0.026,8.0,7.0,,,,,41.0,10.0,,,0.6,,2.5,151.0,,,,,,,,,,,,,,,,,,,7.0,0.305,-0.5157001606532142,0.8450980400142568,POINT (14.194472 46.285299),0.87997649608282,1.0,4.799397945404053,674.2006225585938,7.854166751106581,645.0,,,,154800000.0,0.8533730557592479,0.7905762853495137,0.8895663858454099,37.113899158655116,-0.0,239.9593048095703,679.9362092928122,383.9971008300781,1848.4039306640625,7.610785263916477,3.9708333549400168,9.037499985036753,721.969696969697,375.0,2010.0,1635.0
385,938,Presušnik - Karavanke,,14.0126,46.4772,spring,,0.0018,,,,,9.1,,,,,8.0,,,,,0.2299,49.2984,5.5913,0.391,,0.3545,,3.8424,,,2.48,,,,,,,,,,,,,,,,,,0.0018,-2.744727494896694,,POINT (14.0126 46.4772),0.7821164586927929,5.0,8.628599166870117,1515.3714599609375,3.6999999933565655,1369.0,72628.16089427403,4.861105047003459,,129900000.0,0.7287268122508163,0.6122982649298192,0.7917657131298366,65.04981165772135,-0.0,358.3833312988281,1036.009710941919,539.4384765625,1941.619384765625,5.598479729398871,1.4166666781529784,8.304166657229265,1096.8366124893068,525.0,2135.0,1610.0
386,939,Javorniški potok - Karavanke,,14.1017,46.4653,spring,,0.032,,,,4.8,4.9,,,,,7.95,,,,,0.2299,36.8736,5.8344,,,0.3545,,2.8818,,,2.48,,,,,,,,,,,,,,,,,4.85,0.032,-1.494850021680094,0.6857417386022636,POINT (14.1017 46.4653),0.7917657131298366,1.0,19.201616287231445,1082.79833984375,5.433333405603964,1169.0,1275431.8395628762,6.105657254405875,,129900000.0,0.7287268122508163,0.6122982649298192,0.7917657131298366,65.04981165772135,-0.0,358.3833312988281,1036.009710941919,539.4384765625,1941.619384765625,5.598479729398871,1.4166666781529784,8.304166657229265,1096.8366124893068,525.0,2135.0,1610.0
387,940,Završnica Karavanke,,14.1964,46.4169,spring,,0.022,,,,5.6,5.8,,,,,7.88,,,,,0.2299,42.4848,4.3758,,,0.3545,,2.8818,,,2.48,,,,,,,,,,,,,,,,,5.699999999999998,0.022,-1.6575773191777938,0.7558748556724914,POINT (14.1964 46.4169),0.7414480837408906,1.0,-0.0,1139.0,5.325000076244276,979.0,936366.5713412531,5.971445900815728,,129900000.0,0.7287268122508163,0.6122982649298192,0.7917657131298366,65.04981165772135,-0.0,358.3833312988281,1036.009710941919,539.4384765625,1941.619384765625,5.598479729398871,1.4166666781529784,8.304166657229265,1096.8366124893068,525.0,2135.0,1610.0
