,longitude,latitude,heat_flow,geometry
20,-87.134,30.4588,55.0,POINT (-87.134 30.4588)
46,-82.0232,37.3801,81.0,POINT (-82.0232 37.3801)
105,-117.6482134,43.96616289999999,41.8,POINT (-117.6482134 43.96616289999999)
126,-96.0556,31.6768,71.0,POINT (-96.0556 31.6768)
129,-79.1599,42.1865,48.3,POINT (-79.15989999999999 42.1865)
207,-98.2936,32.7172,54.0,POINT (-98.2936 32.7172)
208,-106.2095774,35.5707571,84.0,POINT (-106.2095774 35.5707571)
213,-94.6716,32.267,79.0,POINT (-94.6716 32.267)
215,-82.3446,37.6408,59.0,POINT (-82.3446 37.6408)
239,-76.04159,42.60733,56.78,POINT (-76.04159 42.60733)
286,-87.5072,37.3944,32.0,POINT (-87.5072 37.3944)
290,-96.2599,31.8324,56.0,POINT (-96.2599 31.8324)
338,-89.4017,32.8147,64.0,POINT (-89.40170000000001 32.8147)
381,-122.8265754,38.77517879999999,203.0,POINT (-122.8265754 38.77517879999999)
440,-75.115949,31.4498843,48.7,POINT (-75.115949 31.4498843)
444,-114.1271483,46.5723836,94.0,POINT (-114.1271483 46.5723836)
457,-82.7652,36.9939,63.0,POINT (-82.76519999999999 36.9939)
531,-99.1425,27.0715,76.0,POINT (-99.1425 27.0715)
552,-81.0187,38.9779,63.0,POINT (-81.0187 38.9779)
568,-89.7235,30.9714,56.0,POINT (-89.7235 30.9714)
576,-97.718,26.5589,63.0,POINT (-97.718 26.5589)
585,-77.8091798,41.4678889,63.4,POINT (-77.8091798 41.4678889)
598,-122.43498490000002,45.5278085,48.0,POINT (-122.4349849 45.5278085)
629,-97.3753,34.1321,47.0,POINT (-97.3753 34.1321)
647,-76.19137629999999,32.5024589,66.4,POINT (-76.19137629999999 32.5024589)
663,-87.5778,37.4008,39.0,POINT (-87.5778 37.4008)
677,-94.3148,32.2719,69.0,POINT (-94.31480000000001 32.2719)
678,-107.0372902,34.0005886,26.24,POINT (-107.0372902 34.0005886)
783,-121.11695049999999,45.7441211,55.0,POINT (-121.1169505 45.7441211)
784,-121.11695049999999,45.7441211,56.0,POINT (-121.1169505 45.7441211)
801,-84.3129,36.116,55.0,POINT (-84.3129 36.116)
849,-97.3331,26.0735,48.0,POINT (-97.3331 26.0735)
877,-101.6692,30.2748,53.0,POINT (-101.6692 30.2748)
909,-94.7321,32.0956,68.0,POINT (-94.7321 32.0956)
912,-87.5405,37.4848,38.0,POINT (-87.54049999999999 37.4848)
922,-94.787,32.4192,75.0,POINT (-94.78700000000001 32.4192)
924,-79.4374,42.2508,50.74,POINT (-79.4374 42.2508)
957,-97.2788,28.6565,58.0,POINT (-97.2788 28.6565)
979,-127.3153787,47.7672486,111.0,POINT (-127.3153787 47.7672486)
980,-99.0855,27.022,70.0,POINT (-99.0855 27.022)
997,-79.88854350000001,39.900332,46.8,POINT (-79.88854350000001 39.900332)
1006,-100.9834,32.8061,50.0,POINT (-100.9834 32.8061)
1013,-104.2106,41.34,40.0,POINT (-104.2106 41.34)
1040,-86.9812,30.6845,52.0,POINT (-86.9812 30.6845)
1065,-93.7667,30.543,60.0,POINT (-93.7667 30.543)
1066,-99.1684,33.1701,57.0,POINT (-99.16840000000001 33.1701)
1113,-79.4905,42.1094,53.81,POINT (-79.4905 42.1094)
1119,-98.9223,37.6019,52.0,POINT (-98.92230000000001 37.6019)
1137,-94.8766,32.139,73.0,POINT (-94.8766 32.139)
1156,-77.0154,42.079,51.8,POINT (-77.0154 42.079)
1164,-97.2716,37.8333,47.0,POINT (-97.27160000000001 37.8333)
1208,-83.9233,42.0426,49.0,POINT (-83.9233 42.0426)
1246,-80.7436,37.7944,68.0,POINT (-80.7436 37.7944)
1267,-78.9539,41.0427,62.0,POINT (-78.9539 41.0427)
1280,-79.3551,42.3499,59.73,POINT (-79.35509999999999 42.3499)
1285,-96.7852,28.8292,46.0,POINT (-96.7852 28.8292)
1320,-82.6483,28.9736,39.0,POINT (-82.64830000000001 28.9736)
1344,-103.2631,39.7896,49.0,POINT (-103.2631 39.7896)
1397,-78.7735,40.4024,60.7,POINT (-78.7735 40.4024)
1404,-94.0468,32.5802,67.0,POINT (-94.0468 32.5802)
1414,-91.5773,31.1849,54.0,POINT (-91.57729999999999 31.1849)
1417,-85.003,30.8545,45.0,POINT (-85.003 30.8545)
1420,-84.3657,30.6377,40.0,POINT (-84.3657 30.6377)
1435,-107.6091,36.178,60.0,POINT (-107.6091 36.178)
1444,-79.6917,42.1776,44.0,POINT (-79.6917 42.1776)
1452,-79.2495,42.2195,56.27,POINT (-79.2495 42.2195)
1454,-97.4167,27.8934,58.0,POINT (-97.41670000000001 27.8934)
1460,-78.4707583,41.5718063,45.8,POINT (-78.4707583 41.5718063)
1479,-106.6505687,32.4001312,74.0,POINT (-106.6505687 32.4001312)
1519,-79.105,42.3884,51.65,POINT (-79.105 42.3884)
1523,-119.78773319999999,41.3831677,1940.4,POINT (-119.7877332 41.3831677)
1544,-119.40092040000002,33.516725,82.0,POINT (-119.4009204 33.516725)
1598,-107.3407,45.3399,55.0,POINT (-107.3407 45.3399)
1619,-101.6562503,36.854251399999995,52.0,POINT (-101.6562503 36.8542514)
1621,-101.6562503,36.854251399999995,57.0,POINT (-101.6562503 36.8542514)
1623,-101.6562503,36.854251399999995,60.0,POINT (-101.6562503 36.8542514)
1625,-101.6562503,36.854251399999995,62.0,POINT (-101.6562503 36.8542514)
1687,-94.6217,32.174,63.0,POINT (-94.6217 32.174)
1710,-116.94349640000002,44.2190675,124.0,POINT (-116.9434964 44.2190675)
1800,-79.9105,39.2634,71.0,POINT (-79.9105 39.2634)
1808,-101.5404,35.6543,58.0,POINT (-101.5404 35.6543)
1818,-110.00066409999998,32.7501054,66.9,POINT (-110.0006641 32.7501054)
1825,-78.9764,42.372,59.87,POINT (-78.9764 42.372)
1844,-96.5017,31.1501,70.0,POINT (-96.5017 31.1501)
1847,-93.0763,33.4402,67.0,POINT (-93.0763 33.4402)
1879,-79.5201,42.3251,43.0,POINT (-79.5201 42.3251)
1880,-77.1643,42.1576,59.0,POINT (-77.1643 42.1576)
1888,-95.9318,29.9058,61.0,POINT (-95.9318 29.9058)
1895,-107.27259,32.9976126,37.66,POINT (-107.27259 32.9976126)
1957,-79.0485,42.1719,51.25,POINT (-79.0485 42.1719)
1960,-107.4107,46.6099,51.0,POINT (-107.4107 46.6099)
2000,-79.5067,42.2021,47.9,POINT (-79.5067 42.2021)
2044,-97.9375,39.2127,61.0,POINT (-97.9375 39.2127)
2052,-100.4958,30.2553,64.0,POINT (-100.4958 30.2553)
2053,-92.1744,30.5147,45.0,POINT (-92.17440000000001 30.5147)
2098,-81.801,37.5285,57.0,POINT (-81.801 37.5285)
2107,-76.7786,42.8386,48.25,POINT (-76.7786 42.8386)
2108,-108.4808,48.4699,44.0,POINT (-108.4808 48.4699)
2179,-79.8250952,41.5536891,56.5,POINT (-79.82509520000001 41.5536891)
2198,-87.6614,37.461,31.0,POINT (-87.6614 37.461)
2257,-102.9006,47.01,66.0,POINT (-102.9006 47.01)
2277,-120.40267309999999,35.8816584,84.0,POINT (-120.4026731 35.8816584)
2295,-118.8424795,39.555101,481.75,POINT (-118.8424795 39.555101)
2319,-79.1156,42.0835,63.89,POINT (-79.1156 42.0835)
2365,-104.3424888,29.538524,132.0,POINT (-104.3424888 29.538524)
2409,-118.28260220000001,34.501707700000004,62.0,POINT (-118.2826022 34.5017077)
2464,-88.27,38.0401,63.0,POINT (-88.27 38.0401)
2536,-118.6676496,37.6732349,88.0,POINT (-118.6676496 37.6732349)
2543,-81.4234,26.3524,50.0,POINT (-81.4234 26.3524)
2546,-100.7939,34.2924,62.0,POINT (-100.7939 34.2924)
2558,-102.43387659999999,48.921667,62.0,POINT (-102.4338766 48.921667)
2601,-84.2925,36.1359,44.0,POINT (-84.2925 36.1359)
2613,-89.1565,31.705,47.0,POINT (-89.15649999999999 31.705)
2620,-118.6506713,39.342706,170.66,POINT (-118.6506713 39.342706)
2636,-91.6668,30.4182,38.0,POINT (-91.66679999999999 30.4182)
2663,-96.2191,31.5434,61.0,POINT (-96.2191 31.5434)
2741,-112.7309,48.0599,49.0,POINT (-112.7309 48.0599)
2808,-103.2735,29.9712,51.0,POINT (-103.2735 29.9712)
2811,-80.3825,39.3349,65.0,POINT (-80.38249999999999 39.3349)
2881,-78.495,42.6922,36.7,POINT (-78.495 42.6922)
2936,-108.1607,45.6499,49.0,POINT (-108.1607 45.6499)
2938,-97.6862,26.7604,67.0,POINT (-97.6862 26.7604)
2941,-80.9251,37.6922,55.0,POINT (-80.9251 37.6922)
2948,-122.847378,38.9101762,366.0,POINT (-122.847378 38.9101762)
2954,-106.4444865,35.8725497,305.4,POINT (-106.4444865 35.8725497)
2973,-79.3499,42.008,57.69,POINT (-79.34990000000001 42.008)
3034,-80.2875126,41.8552902,53.9,POINT (-80.2875126 41.8552902)
3053,-79.1395,39.7508,58.9,POINT (-79.1395 39.7508)
3063,-79.74316740000002,40.485452200000005,57.5,POINT (-79.74316740000002 40.4854522)
3074,-82.4108,36.9286,51.0,POINT (-82.41079999999999 36.9286)
3136,-111.4010514,38.1925782,67.0,POINT (-111.4010514 38.1925782)
3175,-84.1009,36.7788,46.0,POINT (-84.1009 36.7788)
3185,-101.78386259999999,46.666630299999994,38.0,POINT (-101.7838626 46.66663029999999)
3239,-100.8384,38.3866,47.0,POINT (-100.8384 38.3866)
3255,-87.91,38.4401,63.0,POINT (-87.91 38.4401)
3274,-97.0961,31.646,64.0,POINT (-97.09610000000001 31.646)
3286,-104.7641,32.4102,36.0,POINT (-104.7641 32.4102)
3359,-119.24000249999999,40.3824855,56.056000000000004,POINT (-119.2400025 40.3824855)
3399,-99.5303,37.9,48.0,POINT (-99.5303 37.9)
3409,-75.84386500000001,32.8134501,30.0,POINT (-75.84386500000001 32.8134501)
3452,-96.4219,29.3882,77.0,POINT (-96.42189999999999 29.3882)
3554,-96.2838,31.747,65.0,POINT (-96.2838 31.747)
3571,-82.7496,38.0583,39.0,POINT (-82.7496 38.0583)
3576,-79.0984,42.3936,51.27,POINT (-79.0984 42.3936)
3579,-94.8958,30.8095,76.0,POINT (-94.89579999999999 30.8095)
3647,-96.8774,28.4648,62.0,POINT (-96.87739999999999 28.4648)
3682,-92.4172,32.0172,62.0,POINT (-92.41719999999999 32.0172)
3693,-79.78757579999998,40.502820299999996,47.0,POINT (-79.78757579999998 40.5028203)
3709,-111.1770646,40.040951799999995,74.0,POINT (-111.1770646 40.04095179999999)
3792,-96.2758,31.4422,62.0,POINT (-96.2758 31.4422)
3794,-77.5199,42.2388,48.82,POINT (-77.51990000000001 42.2388)
3827,-97.2036,34.1372,61.0,POINT (-97.20359999999999 34.1372)
3832,-79.55608769999999,40.6799237,38.9,POINT (-79.55608769999999 40.6799237)
3867,-113.15820169999999,38.1475674,150.624,POINT (-113.1582017 38.1475674)
3916,-78.0871,42.6527,38.59,POINT (-78.08710000000001 42.6527)
3938,-89.6424,32.0315,53.0,POINT (-89.64239999999999 32.0315)
3986,-90.2633,31.3304,56.0,POINT (-90.2633 31.3304)
4066,-95.4351,30.032,50.0,POINT (-95.43510000000001 30.032)
4070,-99.2148,27.524,67.0,POINT (-99.2148 27.524)
4075,-86.4428,44.011,54.0,POINT (-86.44280000000001 44.011)
4133,-106.60056770000001,32.4501301,116.0,POINT (-106.6005677 32.4501301)
4154,-104.9225,37.2921,65.0,POINT (-104.9225 37.2921)
4200,-80.3161,39.0474,62.0,POINT (-80.31610000000001 39.0474)
4224,-92.9486,29.3477,50.0,POINT (-92.9486 29.3477)
4231,-78.98413000000001,42.59811,58.19,POINT (-78.98413000000001 42.59811)
4257,-113.0803987,38.079869099999996,83.68,POINT (-113.0803987 38.0798691)
4258,-78.9043,42.6006,43.74,POINT (-78.90430000000001 42.6006)
4280,-90.1371,29.8728,45.0,POINT (-90.1371 29.8728)
4301,-84.0695,42.6886,50.0,POINT (-84.06950000000001 42.6886)
4315,-98.2695,26.8509,68.0,POINT (-98.26949999999999 26.8509)
4360,-99.0376,27.9971,60.0,POINT (-99.0376 27.9971)
4398,-81.1577,39.3673,60.0,POINT (-81.15770000000001 39.3673)
4414,-78.8904,42.322,48.67,POINT (-78.8904 42.322)
4486,-109.8408,46.9299,64.0,POINT (-109.8408 46.9299)
4523,-79.1629,42.4467,40.28,POINT (-79.16289999999999 42.4467)
4533,-83.6717,37.1115,50.0,POINT (-83.6717 37.1115)
4587,-116.9227325,40.0488095,80.4,POINT (-116.9227325 40.0488095)
4608,-81.6577,27.3367,47.0,POINT (-81.65770000000001 27.3367)
4614,-106.70699409999999,35.8702484,159.0,POINT (-106.7069941 35.8702484)
4704,-98.0003,25.9837,48.0,POINT (-98.0003 25.9837)
4732,-113.9840318,38.718352100000004,56.0,POINT (-113.9840318 38.7183521)
4751,-87.9522,37.8489,54.0,POINT (-87.9522 37.8489)
4781,-117.3875122,44.3563628,71.0,POINT (-117.3875122 44.3563628)
4809,-81.5583,26.4332,22.0,POINT (-81.5583 26.4332)
4849,-94.3002,30.0159,53.0,POINT (-94.3002 30.0159)
4880,-94.4114,32.2508,70.0,POINT (-94.4114 32.2508)
4907,-103.3706,47.19,59.0,POINT (-103.3706 47.19)
4924,-104.52149890000001,30.565692,104.0,POINT (-104.5214989 30.565692)
4927,-79.6034658,40.489814700000004,65.5,POINT (-79.6034658 40.4898147)
4965,-76.6869,42.8687,41.94,POINT (-76.68689999999999 42.8687)
4985,-100.2984,31.3622,54.0,POINT (-100.2984 31.3622)
5012,-99.617,33.5334,63.0,POINT (-99.617 33.5334)
5036,-96.570291,35.9400845,62.0,POINT (-96.570291 35.9400845)
5105,-96.2941,29.2467,65.0,POINT (-96.2941 29.2467)
5109,-95.8858,29.8475,37.0,POINT (-95.8858 29.8475)
5113,-89.0944,31.848,54.0,POINT (-89.09439999999999 31.848)
5126,-96.8203,28.4903,54.0,POINT (-96.8203 28.4903)
5131,-97.5754,28.8421,74.0,POINT (-97.5754 28.8421)
5168,-79.2278528,40.8545501,48.9,POINT (-79.22785279999999 40.8545501)
5199,-80.8606,38.9898,59.0,POINT (-80.86060000000001 38.9898)
5202,-79.1301,42.0983,63.07,POINT (-79.1301 42.0983)
5228,-100.367,32.1752,57.0,POINT (-100.367 32.1752)
5257,-98.6669,33.3334,56.0,POINT (-98.6669 33.3334)
5272,-85.0666,44.7995,52.0,POINT (-85.06659999999999 44.7995)
5289,-117.8341746,32.950051699999996,76.0,POINT (-117.8341746 32.9500517)
5293,-109.3301,36.932,64.0,POINT (-109.3301 36.932)
5332,-99.0618,28.3066,82.0,POINT (-99.06180000000001 28.3066)
5346,-79.3552,42.4115,49.0,POINT (-79.3552 42.4115)
5348,-103.7459,32.1615,47.0,POINT (-103.7459 32.1615)
5409,-81.5974,37.9864,41.0,POINT (-81.59739999999999 37.9864)
5415,-94.4211,32.2448,74.0,POINT (-94.4211 32.2448)
5430,-90.9517,31.0525,50.0,POINT (-90.9517 31.0525)
5434,-102.9308,42.572,58.0,POINT (-102.9308 42.572)
5528,-99.3634,27.3081,82.0,POINT (-99.3634 27.3081)
5538,-91.4002,32.6393,54.0,POINT (-91.4002 32.6393)
5546,-115.35290149999999,41.0939084,272.0,POINT (-115.3529015 41.0939084)
5555,-76.0442,42.3015,52.87,POINT (-76.0442 42.3015)
5576,-98.6190284,29.3744467,29.4,POINT (-98.6190284 29.3744467)
5578,-99.6334,32.9821,55.0,POINT (-99.63339999999999 32.9821)
5590,-79.4275,42.3151,51.83,POINT (-79.42749999999999 42.3151)
5643,-94.7015,29.1336,51.0,POINT (-94.7015 29.1336)
5658,-94.9116,32.8363,68.0,POINT (-94.91160000000001 32.8363)
5710,-104.2048,39.3447,53.0,POINT (-104.2048 39.3447)
5743,-79.5189089,40.613332899999996,48.3,POINT (-79.5189089 40.6133329)
5765,-79.5964,42.0702,55.14,POINT (-79.5964 42.0702)
5775,-118.0059632,40.053400599999996,343.98,POINT (-118.0059632 40.0534006)
5787,-78.6868879,40.96316470000001,37.6,POINT (-78.6868879 40.96316470000001)
5792,-77.08729,42.49333,68.61,POINT (-77.08729 42.49333)
5800,-75.5959,42.81,57.0,POINT (-75.5959 42.81)
5804,-78.99,42.4144,50.57,POINT (-78.98999999999999 42.4144)
5808,-79.0196,42.3177,39.59,POINT (-79.0196 42.3177)
5853,-91.6781,31.6602,57.0,POINT (-91.6781 31.6602)
5965,-90.6668115,37.50006629999999,53.0,POINT (-90.66681149999999 37.50006629999999)
5966,-98.5074,27.9739,85.0,POINT (-98.5074 27.9739)
5993,-101.4065,36.9864,60.0,POINT (-101.4065 36.9864)
6002,-83.1811,42.859,54.0,POINT (-83.1811 42.859)
6017,-79.4571,42.4075,53.0,POINT (-79.4571 42.4075)
6037,-99.7474,31.9862,54.0,POINT (-99.7474 31.9862)
6045,-79.24959809999999,40.8008007,51.1,POINT (-79.24959809999999 40.8008007)
6064,-102.4665,33.1181,54.0,POINT (-102.4665 33.1181)
6069,-97.2055,37.4534,43.0,POINT (-97.2055 37.4534)
6076,-80.1824,39.9701,58.0,POINT (-80.1824 39.9701)
6087,-103.5584,41.6782,46.0,POINT (-103.5584 41.6782)
6108,-96.3475,31.8798,66.0,POINT (-96.3475 31.8798)
6115,-78.5339041,41.400881,57.8,POINT (-78.5339041 41.400881)
6128,-79.3167,42.4566,39.4,POINT (-79.3167 42.4566)
6154,-107.5488945,32.5001244,59.0,POINT (-107.5488945 32.5001244)
6173,-79.4078431,40.751588299999995,54.9,POINT (-79.40784309999999 40.75158829999999)
6181,-87.5174,37.4305,34.0,POINT (-87.51739999999999 37.4305)
6194,-100.2538,30.2809,47.0,POINT (-100.2538 30.2809)
6210,-92.2753,33.0418,60.0,POINT (-92.2753 33.0418)
6262,-112.8943649,43.7916031,49.0,POINT (-112.8943649 43.7916031)
6322,-106.5547778,34.2006862,92.05,POINT (-106.5547778 34.2006862)
6357,-99.8717,39.4644,54.0,POINT (-99.8717 39.4644)
6361,-80.092,38.7448,53.0,POINT (-80.092 38.7448)
6415,-79.51105679999999,41.649168200000005,56.8,POINT (-79.51105679999999 41.64916820000001)
6419,-98.6711,31.996,69.0,POINT (-98.6711 31.996)
6421,-79.6986,42.2371,52.44,POINT (-79.6986 42.2371)
6429,-101.6582,33.9168,60.0,POINT (-101.6582 33.9168)
6517,-81.2763,39.0492,40.0,POINT (-81.27630000000001 39.0492)
6525,-96.7965,35.5721,54.0,POINT (-96.79649999999999 35.5721)
6549,-94.721,31.2045,57.0,POINT (-94.721 31.2045)
6564,-79.3129,42.2134,54.99,POINT (-79.3129 42.2134)
6603,-99.28041640000001,43.4599815,123.0,POINT (-99.28041640000001 43.4599815)
6612,-100.2958,28.6033,78.0,POINT (-100.2958 28.6033)
6627,-107.0188902,34.0800868,50.22,POINT (-107.0188902 34.0800868)
6647,-89.1001,39.46,45.0,POINT (-89.1001 39.46)
6673,-93.6384,29.3684,59.0,POINT (-93.6384 29.3684)
6696,-114.7401132,43.1991928,73.0,POINT (-114.7401132 43.1991928)
6712,-148.8670549,70.33531629999999,100.0,POINT (-148.8670549 70.33531629999999)
6729,-98.4286,27.7024,54.0,POINT (-98.4286 27.7024)
6740,-81.7616,37.5563,46.0,POINT (-81.7616 37.5563)
6755,-112.17441170000001,41.4844277,113.0,POINT (-112.1744117 41.4844277)
6770,-83.1878,43.1909,50.0,POINT (-83.1878 43.1909)
6781,-107.8707,45.8299,49.0,POINT (-107.8707 45.8299)
6808,-98.9419,25.0837,67.0,POINT (-98.9419 25.0837)
6815,-122.7570747,38.8493781,389.0,POINT (-122.7570747 38.8493781)
6816,-101.6405,48.41,52.0,POINT (-101.6405 48.41)
6826,-106.9422875,34.003389,18.018,POINT (-106.9422875 34.003389)
6827,-106.9422875,34.003389,64.37,POINT (-106.9422875 34.003389)
6828,-106.9422875,34.003389,100.33,POINT (-106.9422875 34.003389)
6829,-106.9422875,34.003389,134.078,POINT (-106.9422875 34.003389)
6868,-96.0835,31.6629,74.0,POINT (-96.0835 31.6629)
6887,-90.5857,31.1416,54.0,POINT (-90.5857 31.1416)
6913,-79.5526894,41.9206,56.7,POINT (-79.55268940000001 41.9206)
6925,-117.9502361,38.1484319,103.5,POINT (-117.9502361 38.1484319)
6953,-87.5738,39.322,67.0,POINT (-87.57380000000001 39.322)
6964,-77.8945,42.042,55.14,POINT (-77.89449999999999 42.042)
6972,-98.5525,28.5849,59.0,POINT (-98.55249999999999 28.5849)
7064,-82.8869,37.0066,53.0,POINT (-82.8869 37.0066)
7070,-98.4447,25.242,67.0,POINT (-98.4447 25.242)
7072,-79.688887,40.4983509,46.5,POINT (-79.68888699999999 40.4983509)
7088,-98.3036,28.1746,71.0,POINT (-98.3036 28.1746)
7102,-118.8569855,39.945495,165.62,POINT (-118.8569855 39.945495)
7122,-94.6887,32.612,67.0,POINT (-94.6887 32.612)
7123,-77.9684214,41.0881696,38.0,POINT (-77.9684214 41.0881696)
7151,-85.122,43.291,39.0,POINT (-85.122 43.291)
7153,-79.9042579,39.9264006,56.3,POINT (-79.9042579 39.9264006)
7174,-95.146,30.5348,58.0,POINT (-95.146 30.5348)
7190,-88.28,38.5801,53.0,POINT (-88.28 38.5801)
7237,-101.9074,41.3999,72.0,POINT (-101.9074 41.3999)
7239,-93.1102,29.9302,47.0,POINT (-93.11020000000001 29.9302)
7250,-84.9999,29.6323,51.0,POINT (-84.9999 29.6323)
7288,-113.81542759999998,38.772752399999995,39.0,POINT (-113.8154276 38.77275239999999)
7384,-101.3238,39.3955,56.0,POINT (-101.3238 39.3955)
7391,-82.8098,43.9584,47.0,POINT (-82.8098 43.9584)
7396,-97.5403,27.6166,62.0,POINT (-97.5403 27.6166)
7420,-79.7238,42.0374,55.09,POINT (-79.7238 42.0374)
7426,-95.4677,29.555,46.0,POINT (-95.46769999999999 29.555)
7475,-79.52624940000001,40.7336655,47.3,POINT (-79.52624940000001 40.7336655)
7514,-99.0997,26.9658,76.0,POINT (-99.0997 26.9658)
7524,-98.4391,34.8306,52.0,POINT (-98.4391 34.8306)
7540,-100.4005,48.7,47.0,POINT (-100.4005 48.7)
7554,-87.5026,37.3947,31.0,POINT (-87.5026 37.3947)
7602,-79.6902,42.0628,56.53,POINT (-79.6902 42.0628)
7647,-118.6585075,41.788173,106.96,POINT (-118.6585075 41.788173)
7691,-96.3024,31.4445,65.0,POINT (-96.30240000000001 31.4445)
7694,-78.7948,42.45,42.13,POINT (-78.7948 42.45)
7729,-88.7561,29.2488,42.0,POINT (-88.7561 29.2488)
7783,-102.4706,48.45,62.0,POINT (-102.4706 48.45)
7795,-122.69227120000001,38.7273809,224.0,POINT (-122.6922712 38.7273809)
7811,-99.6087,32.0668,57.0,POINT (-99.6087 32.0668)
7828,-97.24,38.4666,51.0,POINT (-97.23999999999999 38.4666)
7891,-108.1708,48.9499,37.0,POINT (-108.1708 48.9499)
7936,-94.5413,33.0227,65.0,POINT (-94.54130000000001 33.0227)
7942,-79.6921,42.188,49.0,POINT (-79.6921 42.188)
7944,-79.4669092,40.7837752,52.4,POINT (-79.4669092 40.7837752)
7965,-83.7792,42.7228,57.0,POINT (-83.7792 42.7228)
7969,-80.0096705,41.4798281,57.4,POINT (-80.0096705 41.4798281)
7986,-79.2657569,40.9929314,41.8,POINT (-79.2657569 40.9929314)
7993,-82.3322,37.6425,39.0,POINT (-82.3322 37.6425)
7997,-113.23082179999999,39.7252421,123.0,POINT (-113.2308218 39.7252421)
8004,-128.6377519,47.8605657,267.0,POINT (-128.6377519 47.8605657)
8006,-118.609972,39.4744042,61.152,POINT (-118.609972 39.4744042)
8041,-81.2574,37.5439,60.0,POINT (-81.2574 37.5439)
8060,-117.15062749999998,43.924246000000004,150.5868,POINT (-117.1506275 43.924246)
8067,-102.48548670000001,38.593819,66.0,POINT (-102.4854867 38.593819)
8068,-102.48548670000001,38.593819,67.5,POINT (-102.4854867 38.593819)
8107,-94.8005,32.1227,73.0,POINT (-94.8005 32.1227)
8135,-116.05794820000001,42.8805846,136.0,POINT (-116.0579482 42.8805846)
8147,-106.48208090000001,34.948169299999996,30.12,POINT (-106.4820809 34.9481693)
8177,-99.5087,32.1251,57.0,POINT (-99.5087 32.1251)
8198,-82.8655,43.4002,56.0,POINT (-82.8655 43.4002)
8200,-91.6901,31.2062,51.0,POINT (-91.6901 31.2062)
8218,-89.9336,33.0232,64.0,POINT (-89.9336 33.0232)
8219,-94.6266,30.1128,56.0,POINT (-94.6266 30.1128)
8224,-103.797,42.3314,48.0,POINT (-103.797 42.3314)
8261,-117.48635790000002,40.7147959,45.864,POINT (-117.4863579 40.7147959)
8327,-124.4162199,44.4964598,44.65,POINT (-124.4162199 44.4964598)
8359,-90.6709,29.2044,36.0,POINT (-90.6709 29.2044)
8376,-96.5231,36.0359,51.0,POINT (-96.5231 36.0359)
8383,-99.8014,30.1783,52.0,POINT (-99.8014 30.1783)
8395,-102.5199,38.2867,47.0,POINT (-102.5199 38.2867)
8422,-83.4374,36.8445,45.0,POINT (-83.4374 36.8445)
8425,-98.7919,25.9378,64.0,POINT (-98.7919 25.9378)
8469,-104.7239,37.2608,76.0,POINT (-104.7239 37.2608)
8493,-82.2603,37.1435,62.0,POINT (-82.2603 37.1435)
8499,-106.49088770000002,35.8483499,221.8,POINT (-106.4908877 35.8483499)
8509,-118.1457593,39.4886079,13.23,POINT (-118.1457593 39.4886079)
8510,-118.1457593,39.4886079,1052.94,POINT (-118.1457593 39.4886079)
8525,-100.467,27.6836,69.0,POINT (-100.467 27.6836)
8560,-96.2605,31.7382,61.0,POINT (-96.26049999999999 31.7382)
8566,-77.4145,42.0482,57.47,POINT (-77.4145 42.0482)
8570,-79.43482579999998,40.836915399999995,50.9,POINT (-79.43482579999998 40.8369154)
8591,-98.5802,26.4399,85.0,POINT (-98.5802 26.4399)
8596,-117.7742615,37.904937700000005,81.536,POINT (-117.7742615 37.9049377)
8610,-119.20599440000001,39.891892799999994,380.38,POINT (-119.2059944 39.89189279999999)
8625,-97.8273,27.9542,50.0,POINT (-97.82729999999999 27.9542)
8632,-79.5776,42.0773,52.14,POINT (-79.5776 42.0773)
8646,-98.7884,35.8111,49.0,POINT (-98.7884 35.8111)
8668,-96.6662,31.27,64.0,POINT (-96.6662 31.27)
8678,-77.4536,42.5494,52.0,POINT (-77.45359999999999 42.5494)
8757,-80.9471,38.8808,60.0,POINT (-80.94710000000001 38.8808)
8818,-79.52203709999999,40.5427071,61.3,POINT (-79.52203709999999 40.5427071)
8835,-121.9928571,44.8015165,75.0,POINT (-121.9928571 44.8015165)
8854,-87.5078,37.4411,35.0,POINT (-87.5078 37.4411)
8896,-104.1004993,32.850130199999995,5.0,POINT (-104.1004993 32.8501302)
8931,-116.12396100000001,43.5740787,131.0,POINT (-116.123961 43.5740787)
8939,-99.2692,37.6558,49.0,POINT (-99.2692 37.6558)
9007,-97.28,39.5513,48.0,POINT (-97.28 39.5513)
9025,-94.5261,32.3573,67.0,POINT (-94.5261 32.3573)
9030,-79.6417,42.0492,65.02,POINT (-79.6417 42.0492)
9106,-99.5838,33.2932,56.0,POINT (-99.5838 33.2932)
9118,-127.360047,47.77891470000001,150.0,POINT (-127.360047 47.77891470000001)
9151,-119.25399679999998,39.96789129999999,242.06,POINT (-119.2539968 39.96789129999999)
9163,-101.4384,30.281,39.0,POINT (-101.4384 30.281)
9174,-97.068,37.3189,44.0,POINT (-97.068 37.3189)
9177,-104.5838337,36.1500527,67.0,POINT (-104.5838337 36.1500527)
9178,-104.5838337,36.1500527,113.0,POINT (-104.5838337 36.1500527)
9219,-118.81422079999999,34.93499310000001,53.0,POINT (-118.8142208 34.93499310000001)
9235,-94.9174,32.5322,66.0,POINT (-94.9174 32.5322)
