,longitude,latitude,heat_flow,geometry
619279,-80.1768,38.9701,63.0,POINT (-80.1768 38.9701)
619297,-78.41897900000001,39.7724499,65.9,POINT (-78.41897900000001 39.7724499)
619323,-79.3954954,40.7958657,48.9,POINT (-79.3954954 40.7958657)
619385,-106.2685781,35.425759899999996,29.62,POINT (-106.2685781 35.4257599)
619450,-87.7883215,40.7550244,60.0,POINT (-87.7883215 40.7550244)
619457,-79.5969,42.3429,48.12,POINT (-79.59690000000001 42.3429)
619461,-92.17,28.8864,44.0,POINT (-92.17 28.8864)
619473,-94.8326,30.577,60.0,POINT (-94.8326 30.577)
619490,-79.8026329,41.5894599,58.3,POINT (-79.80263290000001 41.5894599)
619509,-111.9443128,42.1284229,96.0,POINT (-111.9443128 42.1284229)
619510,-111.9443128,42.1284229,1966.0,POINT (-111.9443128 42.1284229)
619532,-78.9887,42.4078,56.26,POINT (-78.98869999999999 42.4078)
619542,-104.3206,43.51,58.0,POINT (-104.3206 43.51)
619544,-118.5055772,46.038645700000004,56.0,POINT (-118.5055772 46.0386457)
619617,-94.0818,32.2463,74.0,POINT (-94.0818 32.2463)
619766,-82.3854,37.5647,57.0,POINT (-82.3854 37.5647)
619814,-79.5316,42.168,54.01,POINT (-79.5316 42.168)
619856,-82.0884,38.1127,57.0,POINT (-82.08839999999999 38.1127)
619879,-112.883297,38.434464399999996,251.04,POINT (-112.883297 38.4344644)
619888,-117.0835172,38.5408318,125.6,POINT (-117.0835172 38.5408318)
619891,-101.1894,33.0041,48.0,POINT (-101.1894 33.0041)
619928,-115.00641770000001,42.955692600000006,77.0,POINT (-115.0064177 42.95569260000001)
619949,-84.9076,29.9433,48.0,POINT (-84.9076 29.9433)
619962,-76.34692,42.92038,61.4,POINT (-76.34692 42.92038)
619993,-119.41300790000001,40.4160835,258.4,POINT (-119.4130079 40.4160835)
619996,-97.7471,28.338,45.0,POINT (-97.7471 28.338)
620019,-84.1441,42.7596,56.0,POINT (-84.14409999999999 42.7596)
620029,-103.8585,32.9348,36.0,POINT (-103.8585 32.9348)
620169,-82.2241,38.099,45.0,POINT (-82.22410000000001 38.099)
620212,-118.354276,40.265294700000005,44.1,POINT (-118.354276 40.26529470000001)
620225,-107.5973007,37.590011,112.0,POINT (-107.5973007 37.590011)
620226,-88.2231,31.8741,56.0,POINT (-88.2231 31.8741)
620247,-95.2719,29.3569,69.0,POINT (-95.2719 29.3569)
620259,-79.706,42.1847,37.0,POINT (-79.706 42.1847)
620297,-99.5598,39.888,55.0,POINT (-99.5598 39.888)
620342,-92.4502,32.5502,71.0,POINT (-92.4502 32.5502)
620350,-97.7238,36.7461,60.0,POINT (-97.7238 36.7461)
620395,-109.39095900000001,34.3003695,63.0,POINT (-109.390959 34.3003695)
620408,-90.18429040000001,32.2956773,54.0,POINT (-90.18429040000001 32.2956773)
620446,-112.85359740000001,38.549862700000006,200.832,POINT (-112.8535974 38.54986270000001)
620474,-82.0162,38.1404,75.0,POINT (-82.0162 38.1404)
620515,-119.5193318,39.5732283,127.946,POINT (-119.5193318 39.5732283)
620516,-100.3562,40.1452,46.0,POINT (-100.3562 40.1452)
620552,-93.3805,33.7499,69.0,POINT (-93.3805 33.7499)
620588,-98.6853,33.5611,61.0,POINT (-98.6853 33.5611)
620624,-79.6618,42.2675,48.02,POINT (-79.6618 42.2675)
620628,-96.4369,37.7934,40.0,POINT (-96.43689999999999 37.7934)
620629,-79.3426,42.0677,57.04,POINT (-79.3426 42.0677)
620634,-113.28412209999999,39.616643200000006,150.56328,POINT (-113.2841221 39.61664320000001)
620636,-81.5681,26.5242,41.0,POINT (-81.5681 26.5242)
620653,-98.5903547,36.4300696,36.0,POINT (-98.59035470000001 36.4300696)
620698,-76.7843,42.8566,38.82,POINT (-76.7843 42.8566)
620717,-97.5875,28.1079,71.0,POINT (-97.58750000000001 28.1079)
620801,-85.5568,43.8452,50.0,POINT (-85.5568 43.8452)
620810,-76.89653,42.41949,26.43,POINT (-76.89653 42.41949)
620840,-94.6705,30.7348,69.0,POINT (-94.6705 30.7348)
620853,-84.2906,36.1241,42.0,POINT (-84.2906 36.1241)
620864,-77.8596,42.0453,52.26,POINT (-77.8596 42.0453)
620867,-92.2963,31.3758,56.0,POINT (-92.2963 31.3758)
620875,-79.0361,40.939,51.0,POINT (-79.0361 40.939)
620879,-79.2328,42.1839,55.73,POINT (-79.2328 42.1839)
620880,-94.9215,30.8529,58.0,POINT (-94.92149999999999 30.8529)
620924,-100.5262,41.6236,62.0,POINT (-100.5262 41.6236)
621083,-95.6909,29.6911,56.0,POINT (-95.6909 29.6911)
621089,-103.5006,46.82,61.0,POINT (-103.5006 46.82)
621112,-99.7504,33.0834,58.0,POINT (-99.7504 33.0834)
621119,-96.0767,31.6685,74.0,POINT (-96.0767 31.6685)
621126,-99.1209,38.9141,51.0,POINT (-99.12090000000001 38.9141)
621160,-79.72382059999998,41.540705100000004,53.2,POINT (-79.72382059999998 41.5407051)
621182,-80.4938,39.0921,60.0,POINT (-80.49379999999999 39.0921)
621192,-79.6269,39.3309,60.0,POINT (-79.62690000000001 39.3309)
621241,-119.40570759999999,40.4128836,8420.4,POINT (-119.4057076 40.4128836)
621259,-72.8162118,43.2832739,50.0,POINT (-72.8162118 43.2832739)
621267,-113.13270039999999,38.0984684,129.704,POINT (-113.1327004 38.0984684)
621268,-106.9506176,37.9283419,75.0,POINT (-106.9506176 37.9283419)
621269,-106.9506176,37.9283419,145.0,POINT (-106.9506176 37.9283419)
621295,-128.5824189,47.9285664,243.0,POINT (-128.5824189 47.9285664)
621339,-101.7404,31.5512,55.0,POINT (-101.7404 31.5512)
621407,-78.4278,42.4735,52.83,POINT (-78.4278 42.4735)
621425,-79.5932268,41.7458008,54.9,POINT (-79.5932268 41.7458008)
621427,-122.1226511,44.3061182,108.78399999999999,POINT (-122.1226511 44.3061182)
621430,-99.0181,38.9322,50.0,POINT (-99.0181 38.9322)
621450,-107.58679450000001,32.3467283,62.76,POINT (-107.5867945 32.3467283)
621453,-97.8939,39.4938,56.0,POINT (-97.8939 39.4938)
621470,-94.6434,32.5929,72.0,POINT (-94.6434 32.5929)
621518,-114.8237175,43.3136912,417.0,POINT (-114.8237175 43.3136912)
621574,-78.554128,41.825652500000004,45.1,POINT (-78.55412800000001 41.8256525)
621681,-76.9158,42.2853,59.0,POINT (-76.9158 42.2853)
621717,-121.5458635,45.755816700000004,27.0,POINT (-121.5458635 45.7558167)
621718,-121.5458635,45.755816700000004,30.0,POINT (-121.5458635 45.7558167)
621737,-76.8531,42.0461,63.25,POINT (-76.8531 42.0461)
621746,-101.2448,36.7495,58.0,POINT (-101.2448 36.7495)
621773,-106.64959209999999,35.828849600000005,460.0,POINT (-106.6495921 35.82884960000001)
621781,-109.7179557,32.657309399999995,56.0,POINT (-109.7179557 32.6573094)
621782,-92.1624,31.4472,53.0,POINT (-92.16240000000001 31.4472)
621785,-86.5663,32.1143,40.0,POINT (-86.5663 32.1143)
621791,-76.9582,42.186820000000004,47.05,POINT (-76.95820000000001 42.18682)
621800,-83.7912,37.5989,28.0,POINT (-83.7912 37.5989)
621802,-106.9507,46.3999,64.0,POINT (-106.9507 46.3999)
621804,-79.6573,42.0111,58.16,POINT (-79.65730000000001 42.0111)
621844,-80.1473,39.4014,62.0,POINT (-80.1473 39.4014)
621853,-79.4950276,40.5347986,50.5,POINT (-79.4950276 40.5347986)
621891,-83.4581,32.2954,46.0,POINT (-83.4581 32.2954)
621963,-97.7273,27.5649,60.0,POINT (-97.7273 27.5649)
621970,-90.9595,31.3729,59.0,POINT (-90.95950000000001 31.3729)
621986,-117.6661617,40.6200956,149.0,POINT (-117.6661617 40.6200956)
622007,-115.30922620000001,40.5549154,265.7,POINT (-115.3092262 40.5549154)
622014,-97.9958,37.345,48.0,POINT (-97.9958 37.345)
622043,-109.1306503,34.1200752,170.0,POINT (-109.1306503 34.1200752)
622061,-96.6931,29.2653,78.0,POINT (-96.6931 29.2653)
622064,-79.4649,42.3518,37.0,POINT (-79.4649 42.3518)
622152,-101.0774,30.8812,55.0,POINT (-101.0774 30.8812)
622177,-87.5082,39.3695,50.0,POINT (-87.5082 39.3695)
622219,-79.3967656,41.8537575,58.6,POINT (-79.39676559999999 41.8537575)
622224,-99.5087,38.7961,51.0,POINT (-99.5087 38.7961)
622247,-79.4743,42.347,50.0,POINT (-79.4743 42.347)
622271,-98.4544,28.3552,70.0,POINT (-98.45440000000001 28.3552)
622284,-100.2837,32.4335,56.0,POINT (-100.2837 32.4335)
622291,-87.72,39.28,56.0,POINT (-87.72 39.28)
622337,-119.0419929,40.102091200000004,70.98,POINT (-119.0419929 40.1020912)
622363,-79.46023120000001,40.857571,55.1,POINT (-79.46023120000001 40.857571)
622368,-76.95671999999999,42.271409999999996,56.09,POINT (-76.95671999999999 42.27141)
622383,-79.2326,42.1321,57.23,POINT (-79.23260000000001 42.1321)
622394,-128.61091979999998,47.93373270000001,285.0,POINT (-128.6109198 47.93373270000001)
622401,-108.5562317,44.194431200000004,436.8,POINT (-108.5562317 44.1944312)
622420,-87.3952,38.488,42.0,POINT (-87.3952 38.488)
622436,-79.2355,42.2953,52.94,POINT (-79.2355 42.2953)
622448,-110.0006587,32.00012589999999,66.5,POINT (-110.0006587 32.00012589999999)
622468,-108.3208,48.0699,49.0,POINT (-108.3208 48.0699)
622484,-85.6443,43.6546,59.0,POINT (-85.6443 43.6546)
622517,-118.01716129999998,39.891602899999995,50.4,POINT (-118.0171613 39.8916029)
622524,-104.9539,37.2397,82.0,POINT (-104.9539 37.2397)
622589,-108.75062109999999,31.5001464,97.9,POINT (-108.7506211 31.5001464)
622598,-96.0216,29.7666,74.0,POINT (-96.02160000000001 29.7666)
622630,-92.4251,33.1674,55.0,POINT (-92.4251 33.1674)
622682,-104.7477,40.6347,54.0,POINT (-104.7477 40.6347)
622704,-112.25074029999999,34.5000484,81.2,POINT (-112.2507403 34.5000484)
622730,-77.455,42.7971,47.0,POINT (-77.455 42.7971)
622762,-79.5496066,40.7498625,49.8,POINT (-79.5496066 40.7498625)
622766,-103.4322,42.2064,38.0,POINT (-103.4322 42.2064)
622777,-106.62559159999999,35.855349100000005,460.0,POINT (-106.6255916 35.85534910000001)
622789,-96.8156,29.1407,73.0,POINT (-96.8156 29.1407)
622859,-78.014876,41.086654100000004,50.4,POINT (-78.014876 41.0866541)
622898,-93.0543,30.4177,47.0,POINT (-93.0543 30.4177)
622909,-76.17217579999999,32.503158899999995,54.3,POINT (-76.17217579999999 32.5031589)
622936,-117.50088970000002,35.249995399999996,97.5,POINT (-117.5008897 35.2499954)
622953,-98.2759,38.3397,46.0,POINT (-98.27589999999999 38.3397)
622974,-96.1484,30.2129,60.0,POINT (-96.1484 30.2129)
622980,-117.4876117,39.793242,267.4,POINT (-117.4876117 39.793242)
623019,-98.4001,38.2236,35.0,POINT (-98.40009999999999 38.2236)
623026,-103.1437,42.5118,65.0,POINT (-103.1437 42.5118)
623029,-96.2836,28.8336,51.0,POINT (-96.28360000000001 28.8336)
623043,-120.87603290000001,39.3998859,30.0,POINT (-120.8760329 39.3998859)
623044,-83.8503,42.4729,45.0,POINT (-83.8503 42.4729)
623094,-79.0422,42.1966,55.67,POINT (-79.04219999999999 42.1966)
623109,-91.9601,30.1602,44.0,POINT (-91.9601 30.1602)
623122,-81.5279,37.6851,69.0,POINT (-81.5279 37.6851)
623123,-103.6095,33.0407,39.0,POINT (-103.6095 33.0407)
623146,-82.6595,43.2927,45.0,POINT (-82.65949999999999 43.2927)
623193,-97.3188,28.6294,63.0,POINT (-97.3188 28.6294)
623207,-81.013,38.8865,52.0,POINT (-81.01300000000001 38.8865)
623264,-114.1358002,35.3683162,74.0,POINT (-114.1358002 35.3683162)
623298,-106.10055390000001,32.500131,68.0,POINT (-106.1005539 32.500131)
623299,-106.10055390000001,32.500131,73.0,POINT (-106.1005539 32.500131)
623300,-106.10055390000001,32.500131,77.0,POINT (-106.1005539 32.500131)
623301,-106.10055390000001,32.500131,78.0,POINT (-106.1005539 32.500131)
623334,-100.0127,32.0585,52.0,POINT (-100.0127 32.0585)
623368,-92.895,30.475,45.0,POINT (-92.895 30.475)
623388,-80.3201,39.0291,66.0,POINT (-80.3201 39.0291)
623406,-100.1794,31.9612,59.0,POINT (-100.1794 31.9612)
623420,-118.5752139,42.339068,96.0,POINT (-118.5752139 42.339068)
623432,-113.3060078,38.315363500000004,75.312,POINT (-113.3060078 38.3153635)
623438,-78.8253167,41.804102,29.5,POINT (-78.8253167 41.804102)
623453,-117.87366010000001,40.0929011,95.55,POINT (-117.8736601 40.0929011)
623482,-118.17796070000001,39.525907000000004,47.25,POINT (-118.1779607 39.525907)
623505,-82.8085,42.868,45.0,POINT (-82.8085 42.868)
623516,-114.80393219999999,44.310085,6.0,POINT (-114.8039322 44.310085)
623525,-78.72006,42.579240000000006,60.76,POINT (-78.72006 42.57924000000001)
623585,-113.091802,38.3469644,37.656,POINT (-113.091802 38.3469644)
623605,-97.0420338,42.229996899999996,74.0,POINT (-97.0420338 42.2299969)
623620,-96.1839,31.6256,65.0,POINT (-96.18389999999999 31.6256)
623658,-80.3274,38.834,56.0,POINT (-80.3274 38.834)
623694,-101.5849,40.8222,55.0,POINT (-101.5849 40.8222)
623723,-79.6514,42.2286,33.0,POINT (-79.6514 42.2286)
623743,-86.2665,44.316,51.0,POINT (-86.26649999999999 44.316)
623750,-103.5947,42.4819,51.0,POINT (-103.5947 42.4819)
623752,-89.7409,31.304,59.0,POINT (-89.7409 31.304)
623753,-117.65776090000001,40.58139620000001,79.0,POINT (-117.6577609 40.58139620000001)
623756,-81.5586,26.455,44.0,POINT (-81.5586 26.455)
623758,-79.3321,40.5414,90.2,POINT (-79.3321 40.5414)
623802,-79.2873833,41.0276904,47.6,POINT (-79.2873833 41.0276904)
623810,-79.3275,42.2795,50.17,POINT (-79.3275 42.2795)
623811,-77.2056907,41.2893272,93.7,POINT (-77.20569070000001 41.2893272)
623821,-100.9186,34.2362,60.0,POINT (-100.9186 34.2362)
623845,-118.5342565,38.4832212,749.25,POINT (-118.5342565 38.4832212)
623868,-122.81607509999999,38.7731789,235.0,POINT (-122.8160751 38.7731789)
623903,-85.2635,44.5827,57.0,POINT (-85.26349999999999 44.5827)
623907,-104.71750329999999,30.371097,63.8,POINT (-104.7175033 30.371097)
623911,-95.0032,31.777,65.0,POINT (-95.00320000000001 31.777)
623916,-87.3324,30.9098,50.0,POINT (-87.33240000000001 30.9098)
623926,-99.1338,27.0394,77.0,POINT (-99.13379999999999 27.0394)
623928,-79.7238898,40.6010639,42.0,POINT (-79.72388979999999 40.6010639)
623929,-80.8519,26.1916,28.0,POINT (-80.8519 26.1916)
623947,-78.9405,42.1917,68.24,POINT (-78.9405 42.1917)
623969,-92.3502,31.9832,60.0,POINT (-92.3502 31.9832)
623997,-86.4496,40.9276,67.0,POINT (-86.4496 40.9276)
624016,-95.0547,32.2034,74.0,POINT (-95.0547 32.2034)
624042,-79.4026707,40.897999299999995,49.2,POINT (-79.4026707 40.8979993)
624056,-96.0869,31.6279,74.0,POINT (-96.0869 31.6279)
624151,-98.8225,26.1587,67.0,POINT (-98.82250000000001 26.1587)
624164,-100.3381,39.4705,55.0,POINT (-100.3381 39.4705)
624166,-106.60029140000002,35.9212479,180.0,POINT (-106.6002914 35.9212479)
624167,-106.60029140000002,35.9212479,936.0,POINT (-106.6002914 35.9212479)
624236,-117.6604614,40.612195799999995,146.0,POINT (-117.6604614 40.61219579999999)
624241,-116.13522979999999,41.4795977,195.0,POINT (-116.1352298 41.4795977)
624247,-79.03820999999999,42.21994,45.46,POINT (-79.03820999999999 42.21994)
624265,-78.8814,42.3522,55.04,POINT (-78.8814 42.3522)
624267,-104.0796,40.511,57.0,POINT (-104.0796 40.511)
624291,-79.3562,42.2934,37.0,POINT (-79.3562 42.2934)
624310,-79.8776735,39.9114508,49.8,POINT (-79.8776735 39.9114508)
624374,-83.4669,44.9053,54.0,POINT (-83.4669 44.9053)
624396,-99.9503,33.45,73.0,POINT (-99.9503 33.45)
624411,-96.7169,40.0536,60.0,POINT (-96.7169 40.0536)
624416,-101.9127,39.523,63.0,POINT (-101.9127 39.523)
624446,-76.6786,42.8233,36.28,POINT (-76.6786 42.8233)
624478,-74.921,42.1828,51.0,POINT (-74.92100000000001 42.1828)
624507,-79.3573,42.4415,41.22,POINT (-79.3573 42.4415)
624561,-82.9195,36.9474,49.0,POINT (-82.9195 36.9474)
624582,-87.9527,38.1872,49.0,POINT (-87.95269999999999 38.1872)
624590,-84.737,44.8414,49.0,POINT (-84.73699999999999 44.8414)
624592,-103.9522,42.0314,47.0,POINT (-103.9522 42.0314)
624630,-97.0803,28.6103,48.0,POINT (-97.08029999999999 28.6103)
624658,-97.0815,28.0167,63.0,POINT (-97.08150000000001 28.0167)
624664,-77.6256,42.4495,41.09,POINT (-77.62560000000001 42.4495)
624668,-96.1399,30.0377,56.0,POINT (-96.1399 30.0377)
624746,-108.93393030000001,32.1168281,51.0,POINT (-108.9339303 32.1168281)
624749,-94.9152,32.3941,62.0,POINT (-94.9152 32.3941)
624780,-79.3844,42.1708,44.84,POINT (-79.3844 42.1708)
624781,-78.9777,42.3816,52.09,POINT (-78.9777 42.3816)
624844,-92.1247,31.3611,53.0,POINT (-92.1247 31.3611)
624892,-103.0092,41.5134,51.0,POINT (-103.0092 41.5134)
624894,-102.7221,36.7033,49.0,POINT (-102.7221 36.7033)
624934,-87.2,37.6101,44.0,POINT (-87.2 37.6101)
624951,-112.8266959,38.4865639,209.2,POINT (-112.8266959 38.4865639)
624961,-103.1938,41.4436,47.0,POINT (-103.1938 41.4436)
625025,-98.9269,27.5558,74.0,POINT (-98.9269 27.5558)
625026,-111.3757057,33.2500847,20.5,POINT (-111.3757057 33.2500847)
625032,-112.5007472,34.5000468,77.0,POINT (-112.5007472 34.5000468)
625067,-100.5587,32.4293,56.0,POINT (-100.5587 32.4293)
625074,-98.479,26.4252,74.0,POINT (-98.479 26.4252)
625078,-98.7513,27.9849,73.0,POINT (-98.7513 27.9849)
625083,-99.2537,32.7087,55.0,POINT (-99.25369999999999 32.7087)
625087,-94.2653,32.6671,75.0,POINT (-94.2653 32.6671)
625117,-99.5309,38.5091,58.0,POINT (-99.5309 38.5091)
625135,-122.77887520000002,38.8431781,325.0,POINT (-122.7788752 38.8431781)
625194,-80.32813320000001,41.2703908,61.1,POINT (-80.32813320000001 41.2703908)
625200,-95.1052,35.2242,43.0,POINT (-95.1052 35.2242)
625231,-115.72413200000001,34.2400324,50.0,POINT (-115.724132 34.2400324)
625251,-99.1528,27.1779,77.0,POINT (-99.1528 27.1779)
625260,-76.2976,42.0106,54.67,POINT (-76.2976 42.0106)
625269,-96.9969,28.9395,65.0,POINT (-96.9969 28.9395)
625280,-79.2057,42.3985,48.76,POINT (-79.20569999999999 42.3985)
625323,-94.6531,32.3965,67.0,POINT (-94.65309999999999 32.3965)
625378,-99.2003,32.0335,51.0,POINT (-99.2003 32.0335)
625402,-89.1296,29.7885,47.0,POINT (-89.1296 29.7885)
625408,-109.80510840000001,38.570482,53.0,POINT (-109.8051084 38.570482)
625421,-119.04432460000001,39.9848928,226.77200000000002,POINT (-119.0443246 39.9848928)
625444,-98.7459,38.4855,50.0,POINT (-98.74590000000001 38.4855)
625468,-80.3904195,41.8695105,49.1,POINT (-80.39041949999999 41.8695105)
625483,-119.36601029999999,40.6681805,2720.0,POINT (-119.3660103 40.6681805)
625524,-79.196,39.727,54.0,POINT (-79.196 39.727)
625539,-117.657591,37.8466064,78.988,POINT (-117.657591 37.8466064)
625551,-95.9836,35.7605,52.0,POINT (-95.9836 35.7605)
625586,-84.4055,44.0298,36.0,POINT (-84.4055 44.0298)
625599,-97.9919,38.5897,49.0,POINT (-97.9919 38.5897)
625633,-80.0135268,39.8150768,62.4,POINT (-80.01352679999999 39.8150768)
625646,-112.6591639,44.2307023,39.0,POINT (-112.6591639 44.2307023)
625657,-101.8394,30.9632,46.0,POINT (-101.8394 30.9632)
625667,-104.9597,37.2397,60.0,POINT (-104.9597 37.2397)
625691,-80.7813,39.4636,50.0,POINT (-80.7813 39.4636)
625692,-105.9307,47.5499,57.0,POINT (-105.9307 47.5499)
625706,-76.8015,42.858,31.38,POINT (-76.8015 42.858)
625724,-84.3795,36.0982,33.0,POINT (-84.37949999999999 36.0982)
625734,-100.994,35.1729,49.0,POINT (-100.994 35.1729)
625762,-96.2728,29.8475,63.0,POINT (-96.2728 29.8475)
625795,-96.2036,29.5852,53.0,POINT (-96.20359999999999 29.5852)
625827,-93.4602,30.1102,60.0,POINT (-93.4602 30.1102)
625829,-100.4687,39.1644,52.0,POINT (-100.4687 39.1644)
625830,-94.9448,32.5209,61.0,POINT (-94.9448 32.5209)
625837,-84.3554,36.6424,44.0,POINT (-84.3554 36.6424)
625838,-95.6697,29.7078,53.0,POINT (-95.66970000000001 29.7078)
625897,-98.2037,36.1208,64.0,POINT (-98.2037 36.1208)
625921,-104.8713,36.7283,89.0,POINT (-104.8713 36.7283)
625928,-98.4564,28.2494,73.0,POINT (-98.4564 28.2494)
626006,-102.7005,36.95,59.0,POINT (-102.7005 36.95)
626014,-77.622,42.4539,41.5,POINT (-77.622 42.4539)
626018,-84.275,36.7327,42.0,POINT (-84.27500000000001 36.7327)
626022,-116.86125179999999,41.5345912,145.5,POINT (-116.8612518 41.5345912)
626044,-79.78906579999999,41.5113343,57.1,POINT (-79.78906579999999 41.5113343)
626069,-98.1182,28.976,59.0,POINT (-98.1182 28.976)
626087,-122.7223717,38.7093809,154.0,POINT (-122.7223717 38.7093809)
626110,-118.39327639999999,40.2141951,153.2,POINT (-118.3932764 40.2141951)
626122,-79.1716,39.2612,45.0,POINT (-79.1716 39.2612)
626127,-101.4905,48.13,63.0,POINT (-101.4905 48.13)
626171,-107.2505945,33.7500937,114.64,POINT (-107.2505945 33.7500937)
626172,-107.2505945,33.7500937,184.51,POINT (-107.2505945 33.7500937)
626179,-118.8482841,39.8651963,113.0,POINT (-118.8482841 39.8651963)
626196,-98.4435,28.4115,63.0,POINT (-98.4435 28.4115)
626336,-117.255936,39.609913299999995,138.32,POINT (-117.255936 39.6099133)
626342,-85.3673,42.3277,40.0,POINT (-85.3673 42.3277)
626373,-90.9011,33.9759,74.0,POINT (-90.9011 33.9759)
626377,-81.4358,38.6431,69.0,POINT (-81.4358 38.6431)
626386,-96.2819,38.1622,36.0,POINT (-96.28189999999999 38.1622)
626450,-97.8502,33.4,73.0,POINT (-97.8502 33.4)
626486,-77.5006,42.0056,55.8,POINT (-77.50060000000001 42.0056)
626519,-79.6917525,41.7089698,59.3,POINT (-79.69175250000001 41.7089698)
626530,-79.6715,39.8296,48.0,POINT (-79.67149999999999 39.8296)
626552,-95.623,38.9202,46.0,POINT (-95.623 38.9202)
626566,-119.7125632,43.3157489,175.72799999999998,POINT (-119.7125632 43.3157489)
626567,-99.2409,27.1264,76.0,POINT (-99.2409 27.1264)
626618,-116.1754635,43.6330778,564.0,POINT (-116.1754635 43.6330778)
626648,-100.5505,48.98,67.0,POINT (-100.5505 48.98)
626650,-98.098,37.8119,44.0,POINT (-98.098 37.8119)
626652,-80.1135,39.1307,67.0,POINT (-80.1135 39.1307)
626654,-77.4392,42.0494,58.68,POINT (-77.4392 42.0494)
626660,-102.2303,38.2423,43.0,POINT (-102.2303 38.2423)
626721,-97.2243,29.7059,68.0,POINT (-97.2243 29.7059)
626729,-106.3243696,33.960592999999996,58.58,POINT (-106.3243696 33.960593)
626748,-86.9501,37.5288,37.0,POINT (-86.95010000000001 37.5288)
626775,-94.0304,31.9316,75.0,POINT (-94.0304 31.9316)
626842,-92.6002,32.9172,65.0,POINT (-92.6002 32.9172)
626849,-117.87953290000002,38.0477343,11.8,POINT (-117.8795329 38.0477343)
626854,-78.6995,42.5318,33.73,POINT (-78.6995 42.5318)
626880,-79.698,42.2182,44.0,POINT (-79.69799999999999 42.2182)
626884,-96.4329,31.1543,70.0,POINT (-96.4329 31.1543)
626900,-118.0225679,37.87256970000001,49.92,POINT (-118.0225679 37.87256970000001)
626901,-118.0225679,37.87256970000001,206.8,POINT (-118.0225679 37.87256970000001)
626902,-118.0225679,37.87256970000001,516.0,POINT (-118.0225679 37.87256970000001)
626908,-104.8006,47.0599,61.0,POINT (-104.8006 47.0599)
626910,-95.9363,28.593,56.0,POINT (-95.9363 28.593)
626921,-110.0006551,31.500140100000003,25.9,POINT (-110.0006551 31.5001401)
626942,-94.9879,31.7501,70.0,POINT (-94.9879 31.7501)
626952,-87.365,32.0902,59.0,POINT (-87.36499999999999 32.0902)
626986,-78.8393,42.5635,35.15,POINT (-78.83929999999999 42.5635)
627009,-99.6045,37.6919,48.0,POINT (-99.6045 37.6919)
627019,-79.0033,42.5202,44.35,POINT (-79.0033 42.5202)
627040,-83.8497,41.9034,66.0,POINT (-83.8497 41.9034)
627049,-100.5824,33.4531,59.0,POINT (-100.5824 33.4531)
627061,-79.70675959999998,40.502956700000006,52.0,POINT (-79.70675959999998 40.50295670000001)
627155,-78.5718181,41.3804357,40.8,POINT (-78.5718181 41.3804357)
627160,-80.3485,39.9017,71.7,POINT (-80.3485 39.9017)
627185,-96.39027259999999,32.010175800000006,75.6,POINT (-96.39027259999999 32.01017580000001)
627198,-78.952,40.4047,85.0,POINT (-78.952 40.4047)
627205,-85.1786,44.3144,58.0,POINT (-85.1786 44.3144)
627216,-127.5918885,47.838745200000005,212.0,POINT (-127.5918885 47.83874520000001)
627218,-96.4559,31.1526,62.0,POINT (-96.4559 31.1526)
627243,-79.9326032,39.9223705,45.1,POINT (-79.9326032 39.9223705)
627257,-78.6041,42.5738,57.15,POINT (-78.6041 42.5738)
627276,-83.8299,37.7601,21.0,POINT (-83.82989999999999 37.7601)
627294,-100.7695,40.9316,54.0,POINT (-100.7695 40.9316)
627303,-77.1393,42.0971,43.0,POINT (-77.13930000000001 42.0971)
627307,-121.8089637,45.3908155,97.0,POINT (-121.8089637 45.3908155)
627314,-121.8089637,45.3908155,105.0,POINT (-121.8089637 45.3908155)
627321,-121.8089637,45.3908155,145.0,POINT (-121.8089637 45.3908155)
627456,-117.29030490000001,44.1011652,109.0,POINT (-117.2903049 44.1011652)
627480,-79.245,42.324,39.63,POINT (-79.245 42.324)
627506,-96.2306,31.6683,71.0,POINT (-96.2306 31.6683)
627512,-108.8026269,32.146327899999996,75.312,POINT (-108.8026269 32.1463279)
627527,-117.9772664,37.8471539,152.88,POINT (-117.9772664 37.8471539)
627571,-103.8445,37.182,32.0,POINT (-103.8445 37.182)
627605,-78.882,42.5094,42.69,POINT (-78.88200000000001 42.5094)
627620,-85.1039,41.8703,47.0,POINT (-85.1039 41.8703)
627626,-78.0768,42.7587,35.21,POINT (-78.07680000000001 42.7587)
627641,-95.5089,30.6687,52.0,POINT (-95.5089 30.6687)
627671,-100.7544,32.2552,56.0,POINT (-100.7544 32.2552)
627680,-87.4117,37.4293,32.0,POINT (-87.4117 37.4293)
627683,-75.936367,33.0118453,38.9,POINT (-75.936367 33.0118453)
627731,-79.3479,42.3533,56.04,POINT (-79.3479 42.3533)
627772,-117.24816440000001,43.7470345,90.7928,POINT (-117.2481644 43.7470345)
627810,-122.8902774,38.7956779,248.0,POINT (-122.8902774 38.7956779)
627813,-77.8878,42.2122,49.88,POINT (-77.8878 42.2122)
627834,-104.5605,35.1001,49.0,POINT (-104.5605 35.1001)
627845,-79.2177,42.2788,54.28,POINT (-79.21769999999999 42.2788)
627909,-97.8452,28.6722,64.0,POINT (-97.84520000000001 28.6722)
627925,-83.9792,30.3329,45.0,POINT (-83.97920000000001 30.3329)
627926,-104.6685007,30.122004800000003,168.2,POINT (-104.6685007 30.1220048)
