spring number,spring location,spring name,long,lat,type,well_depth,flow_rate_mean,flow_rate_min,flow_rate_max,temp_mean,temp_min,temp_max,reference,reference_DOI,reference_link,EC,pH,sample_temperature,TDS,TDS_min,TDS_max,Na,Ca,Mg,K,NH4,Cl,F,SO4,HCO3,CO3,NO3,Si,Li,SiO2,reference_hydrochemistry,doi_hydrochemistry,reference_link_hydrochemistry,delta_18O,delta_2H,3H,delta_14C,delta_13C,4He,3He,reference_isotope_data,DOI_isotope_data,reference_link_isotope_data,temperature,flow_rate,log_flow_rate,log_temperature,geometry,recharge,lithology,gw_lvl_depth,gw_lvl_elev,surface_temp,elevation,contributing_area,log_contrib_area,geometry_ws,watershed_area,mean_recharge_ws,min_recharge_ws,max_recharge_ws,mean_gw_lvl_depth_ws,min_gw_lvl_depth_ws,max_gw_lvl_depth_ws,mean_gw_lvl_elev_ws,min_gw_lvl_elev_ws,max_gw_lvl_elev_ws,mean_surface_temp_ws,min_surface_temp_ws,max_surface_temp_ws,mean_elevation_ws,min_elevation_ws,max_elevation_ws,ws_relief
247,Albettone,La Boia,11.607467,45.368333,spring,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,1.380211241711606,POINT (11.607467 45.368333),0.06842460741882511,1.0,8.161316871643066,11.838683128356934,13.383333347116908,10.0,,,,141400000.0,0.07289543415862204,0.06842460741882511,0.07736626089841898,18.585751240834213,-0.0,220.7052001953125,43.61554814817568,7.0,458.495361328125,13.227688731646902,11.58333327776442,13.608333434909582,62.7446637132501,3.0,578.0,575.0
248,Arqua' Petrarca ,Casa Trieste,11.742467,45.276666999999996,spring,,,,,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,,,1.4517864355242902,POINT (11.742467 45.276667),0.07778661233970685,1.0,3.4970295429229736,3.5029704570770264,13.337499980504314,49.0,,,,171900000.0,0.0999584532245277,0.07444911900344629,0.13177547180496696,6.277167052010607,-0.0,151.03392028808594,8.324923380121161,-1.2428001165390015,248.3455352783203,13.241203695727044,12.262500080590447,13.524999879921475,17.040701522170746,0.0,464.0,464.0
249,Arqua' Petrarca ,Lago di Arqua,11.744411,45.268889,spring,,,,,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1,,,1.6344772701607315,POINT (11.744411 45.268889),0.07778661233970685,1.0,8.307777404785156,4.692222595214844,13.38333336946865,2.0,,,,171900000.0,0.0999584532245277,0.07444911900344629,0.13177547180496696,6.277167052010607,-0.0,151.03392028808594,8.324923380121161,-1.2428001165390015,248.3455352783203,13.241203695727044,12.262500080590447,13.524999879921475,17.040701522170746,0.0,464.0,464.0
250,Baone,Val Calaona,11.645244,45.264444,spring,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,1.5563025007672873,POINT (11.645244 45.264444),0.07736626089841898,1.0,-0.0,8.0,13.587500115235647,7.0,,,,141400000.0,0.07289543415862204,0.06842460741882511,0.07736626089841898,18.585751240834213,-0.0,220.7052001953125,43.61554814817568,7.0,458.495361328125,13.227688731646902,11.58333327776442,13.608333434909582,62.7446637132501,3.0,578.0,575.0
251,Barbarano Vicentino,Bagno Barbarano,11.556356,45.4,spring,,,,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,,,1.4548448600085102,POINT (11.556356 45.4),0.07586543624908705,1.0,4.508910179138184,20.4910888671875,13.158333426341414,21.0,,,,145500000.0,0.08957079360754217,0.07586543624908705,0.1032761509659973,24.89402758856304,-0.0,193.0738983154297,73.40982073545456,9.504495620727539,360.8178405761719,13.014027773824314,11.608333413799604,13.554166624322534,98.43776824034335,10.0,422.0,412.0
252,Barbarano Vicentino,Bettini,11.556356,45.447222,well,54.0,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,,,1.423245873936808,POINT (11.556356 45.447222),0.11470413781001822,6.0,6.412151336669922,325.5878601074219,11.90833334531635,331.0,,,,145500000.0,0.08957079360754217,0.07586543624908705,0.1032761509659973,24.89402758856304,-0.0,193.0738983154297,73.40982073545456,9.504495620727539,360.8178405761719,13.014027773824314,11.608333413799604,13.554166624322534,98.43776824034335,10.0,422.0,412.0
253,Barbarano Vicentino,Bogoni,11.565244,45.397222,spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.565244 45.397222),0.07586543624908705,1.0,-0.0,17.0,13.312500001552204,18.0,,,,145500000.0,0.08957079360754217,0.07586543624908705,0.1032761509659973,24.89402758856304,-0.0,193.0738983154297,73.40982073545456,9.504495620727539,360.8178405761719,13.014027773824314,11.608333413799604,13.554166624322534,98.43776824034335,10.0,422.0,412.0
254,Barbarano Vicentino,Franceschetto,11.569967,45.402221999999995,spring,,,,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,,,1.4014005407815442,POINT (11.569967 45.40222199999999),0.07586543624908705,1.0,11.46389389038086,16.53610610961914,13.19166659222295,35.0,,,,145500000.0,0.08957079360754217,0.07586543624908705,0.1032761509659973,24.89402758856304,-0.0,193.0738983154297,73.40982073545456,9.504495620727539,360.8178405761719,13.014027773824314,11.608333413799604,13.554166624322534,98.43776824034335,10.0,422.0,412.0
255,Barbarano Vicentino,Monticello est,11.596633,45.396944,spring,,,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,,,1.390935107103379,POINT (11.596633 45.396944),0.06842460741882511,1.0,5.427310466766357,17.572689056396484,13.28750000987202,24.0,,,,141400000.0,0.07289543415862204,0.06842460741882511,0.07736626089841898,18.585751240834213,-0.0,220.7052001953125,43.61554814817568,7.0,458.495361328125,13.227688731646902,11.58333327776442,13.608333434909582,62.7446637132501,3.0,578.0,575.0
257,Caldiero,Terme di Giunone,11.194967,45.408889,spring,,,,,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,,,1.429752280002408,POINT (11.194967 45.408889),0.10261251582130765,1.0,9.6307954788208,27.369205474853516,13.245833314955235,25.0,,,,105300000.0,0.10261251582130765,0.10261251582130765,0.10261251582130765,2.693459684960544,-0.0,81.63917541503906,22.670176646926187,17.936599731445312,108.17788696289062,13.11697268924674,12.887500007947287,13.47916662444671,25.429886302111534,16.0,202.0,186.0
258,Caldiero,Terme di Giunone (Pozzo),11.194967,45.408889,well,100.0,0.005,,,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,0.005,-2.3010299956639813,1.421603926869831,POINT (11.194967 45.408889),0.10261251582130765,1.0,9.6307954788208,27.369205474853516,13.245833314955235,25.0,1537707.1572319355,6.186873635785554,,105300000.0,0.10261251582130765,0.10261251582130765,0.10261251582130765,2.693459684960544,-0.0,81.63917541503906,22.670176646926187,17.936599731445312,108.17788696289062,13.11697268924674,12.887500007947287,13.47916662444671,25.429886302111534,16.0,202.0,186.0
260,Galzignano Terme,San Bartolomeo,11.758889,45.307221999999996,spring,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,1.6901960800285136,POINT (11.758889 45.307222),0.08047669739646204,7.0,38.112281799316406,9.887718200683594,13.16666672627131,2.0,,,,171900000.0,0.0999584532245277,0.07444911900344629,0.13177547180496696,6.277167052010607,-0.0,151.03392028808594,8.324923380121161,-1.2428001165390015,248.3455352783203,13.241203695727044,12.262500080590447,13.524999879921475,17.040701522170746,0.0,464.0,464.0
261,Monselice,La Cava,11.748889,45.256944,spring,,,,,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,,,1.507855871695831,POINT (11.748889 45.256944),0.07778661233970685,1.0,151.03392028808594,1.9660797119140625,13.037500099589428,131.0,,,,171900000.0,0.0999584532245277,0.07444911900344629,0.13177547180496696,6.277167052010607,-0.0,151.03392028808594,8.324923380121161,-1.2428001165390015,248.3455352783203,13.241203695727044,12.262500080590447,13.524999879921475,17.040701522170746,0.0,464.0,464.0
263,Mossano,Ponte Mossano,11.586389,45.408889,spring,,,,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8,,,1.4116197059632303,POINT (11.586389 45.408889),0.06842460741882511,1.0,-0.0,17.0,13.18333341088146,18.0,,,,145500000.0,0.08957079360754217,0.07586543624908705,0.1032761509659973,24.89402758856304,-0.0,193.0738983154297,73.40982073545456,9.504495620727539,360.8178405761719,13.014027773824314,11.608333413799604,13.554166624322534,98.43776824034335,10.0,422.0,412.0
268,Villaga,Bagno di Villaga,11.556944,45.396667,spring,,,,,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,,,1.4593924877592308,POINT (11.556944 45.396667),0.07586543624908705,1.0,-0.0,15.0,13.29999991816779,15.0,,,,145500000.0,0.08957079360754217,0.07586543624908705,0.1032761509659973,24.89402758856304,-0.0,193.0738983154297,73.40982073545456,9.504495620727539,360.8178405761719,13.014027773824314,11.608333413799604,13.554166624322534,98.43776824034335,10.0,422.0,412.0
271,St. Jean,,7.827468,45.773644,spring,,,,,42.0,,,,,,,6.7,,240.0,,,83.0,8.0,1.8,1.6,,122.0,,11.0,5.0,,,,,7.0,,,,-12.75,-93.3,,,,,,,,,42.0,,,1.6232492903979006,POINT (7.827468 45.773644),0.4990169352207326,8.0,-0.0,1394.0,5.812500064571698,1388.0,,,,139900000.0,0.44229164385905073,0.3855663524973689,0.4990169352207326,86.43223280560241,-0.0,500.4284973144531,2318.6985692535272,1117.059814453125,4180.06787109375,0.11276371308121676,-10.637499911089739,6.441666642824809,2398.0837022132796,1150.0,4291.0,3141.0
284,Acquarossa - Tessin,Albergo,8.94303,46.45469,spring,,0.002,,,24.9,,,,,,0.2275,6.7,24.9,2663.0,,,18.5,549.0,85.5,18.3,,7.0,1.84,1300.0,621.0,,,,,,,,,-10.98,-72.6,26.0,,,,,,,,24.9,0.002,-2.6989700043360187,1.3961993470957363,POINT (8.94303 46.45469),0.785753117951298,1.0,99.05388641357422,587.9461059570312,8.629166727264723,618.0,80324.46649980964,4.904847849729834,,109400000.0,0.7866044234240062,0.785753117951298,0.7874557288967143,61.88367622065288,-0.0,566.7364501953125,1429.8636335147326,391.0638427734375,2898.263671875,4.7685810757868055,-3.9166667138536773,10.02083340442429,1484.3098519652883,372.0,3167.0,2795.0
285,Acquarossa - Tessin,SatroC,8.94303,46.45469,spring,,0.001,,,24.5,,,,,,0.2415,6.5,23.8,2643.0,,,18.2,564.0,87.7,17.1,,6.0,,1250.0,641.0,,,,,,,,,-10.85,-73.9,35.0,,,,,,,,24.5,0.001,-3.0,1.3891660843645324,POINT (8.94303 46.45469),0.785753117951298,1.0,99.05388641357422,587.9461059570312,8.629166727264723,618.0,40162.23324990482,4.603817854065853,,109400000.0,0.7866044234240062,0.785753117951298,0.7874557288967143,61.88367622065288,-0.0,566.7364501953125,1429.8636335147326,391.0638427734375,2898.263671875,4.7685810757868055,-3.9166667138536773,10.02083340442429,1484.3098519652883,372.0,3167.0,2795.0
286,Acquarossa - Tessin,SatroD,8.94303,46.45469,spring,,0.0005,,,24.2,,,,,,0.2424,6.5,24.2,2890.0,,,18.5,654.0,88.2,17.8,,3.5,,1400.0,647.0,,,,,,,,,-10.45,-71.0,64.0,,,,,,,,24.2,0.0005,-3.3010299956639813,1.3838153659804313,POINT (8.94303 46.45469),0.785753117951298,1.0,99.05388641357422,587.9461059570312,8.629166727264723,618.0,20081.11662495241,4.302787858401872,,109400000.0,0.7866044234240062,0.785753117951298,0.7874557288967143,61.88367622065288,-0.0,566.7364501953125,1429.8636335147326,391.0638427734375,2898.263671875,4.7685810757868055,-3.9166667138536773,10.02083340442429,1484.3098519652883,372.0,3167.0,2795.0
287,Andeer - Graubuenden,Andeer,9.44491,46.6129,spring,,0.0033,,,18.0,,,,,,0.203,7.0,18.0,2245.0,,,12.0,545.0,55.0,2.7,,4.5,0.21,1430.0,162.0,,,,,,,,,,,,,,,,,,,18.0,0.0033,-2.4814860601221125,1.255272505103306,POINT (9.44491 46.6129),0.8603860931167464,6.0,6.4952898025512695,1293.5047607421875,6.012500002980232,1248.0,121038.77646691479,5.082924524926291,,147700000.0,0.8557014743011101,0.8510168554854738,0.8603860931167464,60.935774902100505,-0.0,468.2883605957031,1713.659369464828,675.7630004882812,2755.216552734375,3.0732892952470716,-3.5208332569648824,8.74583343664805,1773.6810993975903,658.0,2961.0,2303.0
298,Bad-Ragaz - Sankt Gallen,Pfaefer,9.48696,46.9693,spring,,0.0397,,,36.5,,,,,,0.0432,7.34,36.5,416.0,,,30.0,60.8,15.0,2.7,,38.0,1.2,27.0,223.0,,,,0.31,,,,,-13.37,-96.3,37.0,,,,,,,,36.5,0.0397,-1.401209493236885,1.5622928644564746,POINT (9.48696 46.9693),0.6830150114893586,5.0,56.25359344482422,806.7463989257812,7.662499870794515,865.0,1834274.062685838,6.263464225019884,,150600000.0,0.6830150114893586,0.6830150114893586,0.6830150114893586,92.41637103066189,-0.0,594.6090698242188,1722.0603505413794,507.065673828125,2838.81396484375,2.7631786612245826,-3.73333332935969,9.466666666790843,1813.189110707804,510.0,3144.0,2634.0
299,Berguen - Graubuenden,,9.65865,46.61848,spring,,,,,17.0,,,,,,,,17.0,1466.0,,,5.0,314.0,67.0,4.0,,5.0,,915.0,143.0,,,,,,,,,,,,,,,,,,,17.0,,,1.2304489213782739,POINT (9.65865 46.61848),0.6042422186920995,6.0,6.634474754333496,2447.365478515625,-0.7958333790302277,2492.0,,,,59100000.0,0.6213409029600465,0.6213409029600465,0.6213409029600465,90.269947398527,-0.0,474.5133972167969,1657.5282312011718,936.939208984375,2755.240966796875,3.4283905195717526,-2.599999946231643,7.537499939401944,1739.3977485928706,890.0,2984.0,2094.0
300,Bovernier - Wallis,,7.098660000000001,46.08115,spring,,0.0033,,,21.1,,,,,,0.0325,8.21,21.1,294.0,,,33.5,42.0,1.4,2.1,,20.0,3.0,75.0,91.0,,,,0.15,,,,,-13.27,-93.3,,,,,,,,,21.1,0.0033,-2.4814860601221125,1.3242824552976926,POINT (7.098660000000001 46.08115),0.6234094240702323,9.0,82.04866027832031,701.9513549804688,8.483333302040895,739.0,167049.25523915043,5.222844543749976,,83900000.0,0.5382457974383736,0.5382457974383736,0.5382457974383736,107.24820500342311,-0.0,629.0389404296875,1414.728495058806,443.1011962890625,3060.992919921875,4.568582725595602,-4.779166704043746,10.275000167389711,1540.8776059179556,454.0,3214.0,2760.0
301,Brigerbad - Wallis,BRIGE-Q4,7.92536,46.30173,spring,,0.005,,,16.1,,,,,,0.0647,7.5,16.1,641.0,,,29.5,120.0,16.2,7.3,,13.8,0.22,245.0,190.0,,,,0.16,,,,,-14.64,-115.8,46.0,,,,,,,,16.1,0.005,-2.3010299956639813,1.2068258760318498,POINT (7.92536 46.30173),0.5941786569806007,8.0,17.436952590942383,804.5630493164062,7.958333278695743,655.0,265556.49238870526,5.424156923620423,,174400000.0,0.5994887900303607,0.5941786569806007,0.6036787439967927,101.17692779803032,-0.0,665.690673828125,1832.0873791420297,642.1866455078125,3180.900146484375,2.3651927449199834,-5.854166554907958,9.133333415724337,1927.0954210694845,646.0,3631.0,2985.0
302,Brigerbad - Wallis,BRIGE-Q6,7.92939,46.30225,spring,,0.0008,,,22.5,,,,,,0.0704,6.63,22.5,667.0,,,67.0,103.3,10.0,9.3,,29.1,0.37,268.0,144.9,,,,0.37,,,,,-14.95,-105.2,,,,,,,,,22.5,0.0008,-3.0969100130080562,1.3521825181113625,POINT (7.92939 46.30225),0.5941786569806007,8.0,17.436952590942383,804.5630493164062,7.958333278695743,708.0,42489.03878219284,4.628276906276348,,174400000.0,0.5994887900303607,0.5941786569806007,0.6036787439967927,101.17692779803032,-0.0,665.690673828125,1832.0873791420297,642.1866455078125,3180.900146484375,2.3651927449199834,-5.854166554907958,9.133333415724337,1927.0954210694845,646.0,3631.0,2985.0
306,Combioula - Wallis,S1,7.4162300000000005,46.18651,spring,,0.0133,,,28.0,,,,,,0.465,7.06,28.0,3680.0,,,414.0,551.0,99.4,26.2,,497.0,1.7,1807.0,238.0,,,,0.6,,,,,-15.09,-107.6,69.0,,,,,,,,28.0,0.0133,-1.8761483590329142,1.4471580313422192,POINT (7.416230000000001 46.18651),0.5435503555884259,3.0,72.88683319091797,744.1131591796875,7.9208332647879915,722.0,772175.1548587105,5.887715823859708,,36000000.0,0.5735783142452533,0.5735783142452533,0.5735783142452533,67.83974436439317,-0.0,319.33599853515625,1309.1430222083782,495.0,2492.68359375,5.454020475375069,-0.9999999394640326,9.84166661898295,1409.1274961597542,494.0,2780.0,2286.0
307,Combioula - Wallis,S4,7.41597,46.18736,spring,,0.006,,,24.9,,,,,,0.42200000000000004,6.58,24.9,3530.0,,,344.0,553.0,96.5,22.2,,403.0,1.5,1744.0,237.0,,,,0.5,,,,,-15.13,-111.3,34.5,,,,,,,,24.9,0.006,-2.221848749616356,1.3961993470957363,POINT (7.41597 46.18736),0.5435503555884259,3.0,72.88683319091797,744.1131591796875,7.9208332647879915,719.0,348349.6939212228,5.542015433276266,,36000000.0,0.5735783142452533,0.5735783142452533,0.5735783142452533,67.83974436439317,-0.0,319.33599853515625,1309.1430222083782,495.0,2492.68359375,5.454020475375069,-0.9999999394640326,9.84166661898295,1409.1274961597542,494.0,2780.0,2286.0
310,Gletsch,Gletsch,8.36098,46.5627,spring,,0.0033,,,18.6,,,,,,0.0246,,18.6,185.0,,,50.4,6.8,0.34,4.2,,12.1,3.1,71.9,34.7,,,,0.1,,,,,,,,,,,,,,,18.6,0.0033,-2.4814860601221125,1.2695129442179163,POINT (8.36098 46.5627),0.5272114635031948,8.0,8.178193092346191,1829.82177734375,2.2916667064030967,1775.0,197529.99926825173,5.29563306212592,,148000000.0,0.4883737049952009,0.4340145390178662,0.5337142755584894,77.95730225968362,-0.0,452.43853759765625,2264.6066948242187,1348.7802734375,3289.86279296875,-0.3931938932459073,-6.241666639223695,4.929166639844577,2350.437898686679,1346.0,3447.0,2101.0
313,Lavey-les-Bains,Q8,7.011839999999999,46.2077,spring,,0.0325,,,55.0,,,,,,0.0721,,16.8,616.0,,,26.0,111.4,19.8,3.0,,21.7,,222.0,212.0,,,,,,,,,,,,,,,,,,,55.0,0.0325,-1.4881166390211256,1.7403626894942439,POINT (7.011839999999999 46.2077),0.5492024766391553,1.0,-0.0,420.0,9.787500039984783,411.0,1867475.1910739627,6.27125484103563,,209300000.0,0.5125013973804662,0.4445402403360077,0.6040164972779846,76.03890018495308,-0.0,506.63818359375,1462.4604943467268,403.0,2892.19384765625,4.643204226500481,-3.579166608552138,10.383333144088587,1526.1246338215713,398.0,3099.0,2701.0
314,Leukerbad,Blisch,7.6433800000000005,46.38643,spring,,0.0133,,,45.5,,,,,,0.1686,7.29,45.5,1949.0,,,19.0,452.0,57.0,1.9,,6.0,2.8,1280.0,101.0,,,,0.1,,,,,,,,,,,,,,,45.5,0.0133,-1.8761483590329142,1.6580113966571124,POINT (7.643380000000001 46.38643),0.5561156169700533,6.0,32.442989349365234,1651.5570068359375,3.5166667544593415,1594.0,754728.09464835,5.877790516843988,,198900000.0,0.5380026300578137,0.5024279537687125,0.5561156169700533,73.4004047991555,-0.0,613.1552124023438,1648.1421947365036,537.8925170898438,3120.66796875,3.5617661673844374,-6.175000003228585,9.670833250507712,1723.425645342312,527.0,3601.0,3074.0
316,Leukerbad,Fischweiher,7.632639999999999,46.38173,spring,,0.0017,,,45.9,,,,,,0.1717,6.59,45.9,2056.0,,,22.0,474.0,58.9,0.8,,7.5,2.9,1345.0,114.0,,,,0.1,,,,,-14.45,-104.0,5.2,,,,,,,,45.9,0.0017,-2.769551078621726,1.6618126855372612,POINT (7.632639999999999 46.38173),0.5561156169700533,1.0,3.259558916091919,1404.740478515625,4.733333453536034,1470.0,96469.00457911241,4.9843877972551764,,198900000.0,0.5380026300578137,0.5024279537687125,0.5561156169700533,73.4004047991555,-0.0,613.1552124023438,1648.1421947365036,537.8925170898438,3120.66796875,3.5617661673844374,-6.175000003228585,9.670833250507712,1723.425645342312,527.0,3601.0,3074.0
317,Leukerbad,Fussbad,7.63134,46.3815,spring,,0.0001,,,37.3,,,,,,0.1727,7.03,37.3,2043.0,,,23.6,479.0,60.2,1.1,,8.9,2.6,1347.0,101.0,,,,0.1,,,,,-14.34,-100.7,6.0,,,,,,,,37.3,0.0001,-4.0,1.5717088318086876,POINT (7.63134 46.3815),0.5561156169700533,1.0,3.259558916091919,1404.740478515625,4.733333453536034,1470.0,5674.647328183084,3.753938875876903,,198900000.0,0.5380026300578137,0.5024279537687125,0.5561156169700533,73.4004047991555,-0.0,613.1552124023438,1648.1421947365036,537.8925170898438,3120.66796875,3.5617661673844374,-6.175000003228585,9.670833250507712,1723.425645342312,527.0,3601.0,3074.0
318,Leukerbad,Heilbad,7.6346,46.38397,spring,,0.00042,,,43.6,,,,,,0.1625,6.56,43.6,1882.0,,,19.8,446.0,55.2,0.7,,6.6,2.4,1231.0,100.0,,,,0.15,,,,,-14.66,-103.6,8.1,,,,,,,,43.6,0.00042,-3.3767507096020997,1.639486489268586,POINT (7.6346 46.38397),0.5561156169700533,1.0,21.708314895629883,1589.2916259765625,3.800000074940423,1470.0,23833.51877836895,4.377188166274803,,198900000.0,0.5380026300578137,0.5024279537687125,0.5561156169700533,73.4004047991555,-0.0,613.1552124023438,1648.1421947365036,537.8925170898438,3120.66796875,3.5617661673844374,-6.175000003228585,9.670833250507712,1723.425645342312,527.0,3601.0,3074.0
319,Leukerbad,Rossgull,7.62547,46.37746,spring,,0.002,,,44.0,,,,,,0.1829,7.4,44.0,1783.0,,,20.8,403.0,58.8,1.67,,9.0,2.3,1150.0,106.0,,,,0.15,,,,,-14.37,-104.2,15.0,,,,,,,,44.0,0.002,-2.6989700043360187,1.6434526764861874,POINT (7.62547 46.37746),0.5561156169700533,1.0,3.259558916091919,1404.740478515625,4.733333453536034,1350.0,113492.94656366167,5.054968871540884,,198900000.0,0.5380026300578137,0.5024279537687125,0.5561156169700533,73.4004047991555,-0.0,613.1552124023438,1648.1421947365036,537.8925170898438,3120.66796875,3.5617661673844374,-6.175000003228585,9.670833250507712,1723.425645342312,527.0,3601.0,3074.0
320,Leukerbad,San Lorenz,7.6300300000000005,46.378809999999994,spring,,0.0152,,,51.0,,,,,,0.1658,6.7,51.0,1904.0,,,19.0,447.0,56.0,1.8,,6.2,2.4,1248.0,99.0,,,,0.1,,,,,-14.49,-105.7,12.0,8.4,,,,,,,51.0,0.0152,-1.8181564120552274,1.7075701760979363,POINT (7.630030000000001 46.37880999999999),0.5561156169700533,1.0,3.259558916091919,1404.740478515625,4.733333453536034,1413.0,862546.3938838287,5.935782463821675,,198900000.0,0.5380026300578137,0.5024279537687125,0.5561156169700533,73.4004047991555,-0.0,613.1552124023438,1648.1421947365036,537.8925170898438,3120.66796875,3.5617661673844374,-6.175000003228585,9.670833250507712,1723.425645342312,527.0,3601.0,3074.0
321,Leytron,Leytron,7.187,46.18258,spring,,0.0021,,,24.2,,,,,,0.1005,7.34,24.2,997.0,,,9.3,210.0,38.8,0.6,,2.4,1.2,553.0,167.0,,,,0.08,,,,,-14.23,-100.3,26.6,,,,,,,,24.2,0.0021,-2.677780705266081,1.3838153659804313,POINT (7.187 46.18258),0.5890063489368604,6.0,110.14568328857422,492.85430908203125,9.441666699945927,570.0,112513.15052820258,5.051203285719,,130400000.0,0.6075746643219482,0.582265624636406,0.6224989723130331,52.21394303891469,-0.0,416.0386047363281,1174.1475753435805,451.45892333984375,2656.4169921875,6.385388385240398,-1.7833333685994148,10.29583323498567,1219.56805495921,457.0,2794.0,2337.0
328,Peiden,P3A,9.20027,46.71674,well,8.0,0.0007,,,15.2,,,,,,0.29,6.25,15.2,2760.0,,,167.0,519.0,58.0,16.0,,54.0,,1042.0,889.0,,,,,,,,,-13.5,,8.8,,,,,,,,15.2,0.0007,-3.154901959985743,1.1818435879447726,POINT (9.20027 46.71674),0.8935760559296102,5.0,5.289797306060791,924.710205078125,7.479166639347871,841.0,24721.253275994364,4.393070484096861,,76700000.0,0.8935760559296102,0.8935760559296102,0.8935760559296102,70.77801846903424,-0.0,386.8386535644531,1521.2969478636749,713.1232299804688,2627.671142578125,4.175355294984056,-2.1541666413346925,8.108333314458529,1599.9891930835736,707.0,2790.0,2083.0
329,Pre-St-Didier,Bath Spring,6.985010000000001,45.7630254,spring,,,,,36.0,,,,,,,6.8,36.0,948.0,,,75.0,146.0,22.9,3.75,,47.5,0.49,205.0,415.0,,,,0.1,28.6,,,,-14.4,-105.0,14.0,,,,,,,,36.0,,,1.5563025007672873,POINT (6.985010000000001 45.7630254),0.4972797815063527,8.0,-0.0,1088.0,7.016666700442632,1042.0,,,,225300000.0,0.46151483389411774,0.4192087236612096,0.4972797815063527,81.53954197341704,-0.0,453.0281982421875,2387.393220685088,1069.3397216796875,4451.8818359375,-0.33131613799681275,-13.824999928474426,6.879166599052648,2469.5330495743615,1028.0,4699.0,3671.0
334,Rhaezuens,Rhaezuens,9.41885,46.7729,well,8.4,0.0012,,,14.7,,,,,,0.153,6.4,14.7,1836.0,,,161.0,227.0,41.2,9.0,,23.2,0.8,163.0,1140.0,,,,0.3,,,,,,,,,,,,,,,14.7,0.0012,-2.9208187539523753,1.167317334748176,POINT (9.418850000000001 46.7729),0.7774653996489653,6.0,8.53663444519043,642.46337890625,8.658333418269953,656.0,48708.43129108812,4.687604142862783,,100700000.0,0.8137589942983241,0.7774653996489653,0.8500525889476829,42.6209456013634,-0.0,348.81146240234375,1231.1998597955428,615.5396118164062,2352.283447265625,6.090867249174188,-0.09999999683350325,9.458333318432173,1260.2914379802414,588.0,2513.0,1925.0
335,Rothenbrunnen,Rothenbrunnen,9.42666,46.76984,spring,,0.0042,,,17.2,,,,,,0.1278,6.64,17.2,1213.0,,,79.0,154.0,48.0,5.3,,10.0,0.27,96.0,783.0,,,,,,,,,-12.9,,,,,,,,,,17.2,0.0042,-2.3767507096020997,1.235528446907549,POINT (9.42666 46.76984),0.7774653996489653,1.0,146.11053466796875,674.8894653320312,8.066666644687453,693.0,170479.50951880842,5.231672187213059,,100700000.0,0.8137589942983241,0.7774653996489653,0.8500525889476829,42.6209456013634,-0.0,348.81146240234375,1231.1998597955428,615.5396118164062,2352.283447265625,6.090867249174188,-0.09999999683350325,9.458333318432173,1260.2914379802414,588.0,2513.0,1925.0
336,Saxon,Saxon,7.171639999999999,46.14504,well,7.0,0.028999999999999998,,,25.0,,,,,,0.1323,6.98,24.0,1268.0,,,102.0,156.0,51.3,9.9,,54.0,1.7,505.0,353.0,,,,0.7,,,,,-13.58,-99.5,25.0,,,,,,,,25.0,0.028999999999999998,-1.537602002101044,1.3979400086720377,POINT (7.171639999999999 46.14504),0.6179593960164055,6.0,42.71704864501953,461.282958984375,10.016666557329396,498.0,1480955.5545227183,6.1705420249525575,,130400000.0,0.6075746643219482,0.582265624636406,0.6224989723130331,52.21394303891469,-0.0,416.0386047363281,1174.1475753435805,451.45892333984375,2656.4169921875,6.385388385240398,-1.7833333685994148,10.29583323498567,1219.56805495921,457.0,2794.0,2337.0
