OBJECTID,Data_Numbe,Codes,Site_Name,Latitude,Longitude,Elevation,minD,maxD,No__Temps,Gradient,No__Cond_,Conductivi,No_Heat_Pr,Heat_Prod_,Heat Flow,No__sites,Year_of_Pu,Reference,Comments,Comments2
20480,Finland,<null>,Lohja,60.2667,24.0833,0,206,302,0,0,8,3.3,3,1.29,38,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20481,Finland,<null>,Pori,61.45,21.75,0,300,390,0,0,10,2.6,5,1.8,38,1,0,Puranen_etal1968; Kukkonen1987; Kukkonen1989,Puranen_etal1968; Kukkonen1987; Kukkonen1989,borehole
20482,Finland,<null>,Sokli,67.8167,29.3333,0,124,205,0,0,3,2.7,2,11.58,38,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Foerster&Foerster2000,<null>
20483,Finland,<null>,Lavia TVO-testhole,61.65,22.6833,130,99,196,0,0,11,3.7,<null>,3.85,38,1,0,Kukkonen1988; Kukkonen1989,Norden_etal2008,<null>
20484,Finland,<null>,Liminka,64.85,25.4333,0,102,198,0,0,2,1.6,1,2.36,38,1,0,Puranen_etal1968; Kukkonen1987; Kukkonen1989,Norden_etal2008,<null>
20485,Finland,<null>,Outokumpu OKU-741,62.7833,29.2167,90,529,596,0,0,9,3.52,<null>,<null>,38,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20486,Finland,<null>,Hyrynsalmi VE-KR1,64.6467,29.325,240,222,566,0,0,36,3.97,<null>,<null>,37,1,1993,Kukkonen1993,Kukkonen1993,borehole (conventional)
20487,Finland,<null>,Outokumpu OKU-737,62.7833,29.2167,90,402,496,0,0,12,2.71,<null>,<null>,37,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20488,Finland,<null>,Outokumpu OKU-741,62.7833,29.2167,90,470,521,0,0,7,4.55,<null>,<null>,37,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20489,Finland,<null>,Pyhajarvi PYS-35,63.6667,26.0833,65,215,293,0,0,9,3.5,11,0.7,37,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20490,Finland,<null>,Outokumpu,62.7167,29.0167,0,776,868,0,0,2,2.7,10,1.67,36,1,0,Puranen_etal1968; Kukkonen1987; Kukkonen1989,Puranen_etal1968; Kukkonen1987; Kukkonen1989,borehole
20491,Finland,<null>,Outokumpu OKU-741,62.7833,29.2167,90,605,698,0,0,13,3.94,<null>,<null>,36,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20492,Finland,<null>,Outokumpu OKU-737,62.7833,29.2167,90,302,393,0,0,11,2.77,<null>,<null>,36,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20493,Finland,<null>,Outokumpu OKU-741,62.7833,29.2167,90,805,894,0,0,10,2.9,<null>,<null>,36,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20494,Finland,<null>,Kolari R162,67.55,23.9333,215,181,265,0,0,4,2.46,1,1.65,36,1,0,Kukkonen1988; Kukkonen1989,Norden_etal2008,<null>
20496,Finland,<null>,Konginkangas KI-KKR1,62.8183,25.6983,179,257,609,0,0,36,3.06,<null>,<null>,35,1,1993,Kukkonen1993,Kukkonen1993,borehole (conventional)
20497,Finland,<null>,Outokumpu,62.7167,29.0167,0,868,1002,0,0,2,2.8,10,1.67,35,1,0,Puranen_etal1968; Kukkonen1987; Kukkonen1989,Puranen_etal1968; Kukkonen1987; Kukkonen1989,borehole
20498,Finland,<null>,Outokumpu OKU-740,62.7833,29.2167,90,504,617,0,0,14,2.68,22,1.98,35,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20499,Finland,<null>,Vihanti VIH1732,64.3833,25.0833,93,132,200,0,0,8,2.87,15,2.22,35,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20500,Finland,<null>,Honkamaki,64.1333,26.9,0,223,389,0,0,6,2.8,2,1.9,35,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Foerster&Foerster2000,<null>
20501,Finland,<null>,Saaksjarvi,61.45,22.4167,0,11,93,0,0,5,3,3,2.12,35,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20503,Finland,<null>,Hammaslahti,62.45,30.0167,0,417,503,0,0,11,4.3,<null>,2.78,34,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20504,Finland,<null>,Elimaki,60.6167,26.4833,0,0,400,0,10,0,3.47,1,4.93,34,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Foerster&Foerster2000,<null>
20505,Finland,<null>,Outokumpu,62.7167,29.0167,0,537,635,0,0,2,2.7,10,1.67,34,1,0,Puranen_etal1968; Kukkonen1987; Kukkonen1989,Puranen_etal1968; Kukkonen1987; Kukkonen1989,borehole
20506,Finland,<null>,Ylivieska R313,64.0367,24.46,69,424,607,0,0,15,2.82,<null>,<null>,34,1,1993,Kukkonen1993,Kukkonen1993,borehole (conventional)
20507,Finland,<null>,Vihanti VIH1732,64.3833,25.0833,93,456,549,0,0,11,2.81,15,2.22,33,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20508,Finland,<null>,Keitele R494,63.2833,26.3667,127,38,115,0,0,9,2.61,14,0.59,33,1,0,Kukkonen1988; Kukkonen1989,Norden_etal2008,<null>
20509,Finland,<null>,Parikkala,61.5833,29.6833,0,299,407,0,0,5,2.5,2,0.03,33,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20510,Finland,<null>,Laisvall,66.1333,17.1333,530,131,332,79,0,60,0,<null>,<null>,33,7,0,Parasnis1989; Kukkonen&jaervimaeki1991,Parasnis1989; Kukkonen&jaervimaeki1991,<null>
20511,Finland,<null>,Parikkala,61.5833,29.6833,0,193,263,0,0,4,2.8,2,0.03,33,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Foerster&Foerster2000,<null>
20512,Finland,<null>,Vihanti VIH1732,64.3833,25.0833,93,558,648,0,0,11,2.92,15,2.22,33,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20513,Finland,<null>,Eurajoki YD1,61.2333,21.4833,11,0,202,42,0,10,0,<null>,<null>,32,<null>,0,Kukkonen1989b; Kukkonen&jaervimaeki1991,Kukkonen1989b; Kukkonen&jaervimaeki1991,<null>
20514,Finland,<null>,Kotalahti,62.5667,27.6167,0,506,553,0,0,7,3.4,2,4.38,32,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20515,Finland,<null>,Outokumpu OKU-741,62.7833,29.2167,90,260,346,0,0,11,2.88,<null>,<null>,32,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20516,Finland,<null>,Outokumpu OKU-741,62.7833,29.2167,90,706,797,0,0,12,2.47,<null>,<null>,32,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20517,Finland,<null>,Kolari R197,67.55,23.9333,205,172,298,0,0,14,2.49,1,1.65,32,1,0,Kukkonen1988; Kukkonen1989,Norden_etal2008,<null>
20518,Finland,<null>,Taavinunnanen,68.0167,20.9833,675,397,686,30,0,3,0,<null>,<null>,32,<null>,0,Parasnis1989; Kukkonen&jaervimaeki1991,Kukkonen1993,borehole (conventional)
20519,Finland,<null>,Ilomantsi,62.8667,30.75,0,135,200,0,0,3,3.3,2,1.86,31,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Foerster&Foerster2000,<null>
20520,Finland,<null>,Outokumpu OKU-741,62.7833,29.2167,90,902,1037,0,0,16,5.31,<null>,<null>,31,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20521,Finland,<null>,Kolari R197,67.55,23.9333,205,516,554,0,0,4,2.09,1,1.65,31,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20522,Finland,<null>,Virtasalmi,62.0667,27.5667,0,420,534,0,0,7,2.8,2,0.26,31,1,0,Puranen_etal1968; Kukkonen1987; Kukkonen1989,Puranen_etal1968; Kukkonen1987; Kukkonen1989,borehole
20523,Finland,<null>,Luikonlahti,62.95,28.7,0,419,528,0,0,10,2.9,3,1.49,31,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20524,Finland,<null>,Nivala,63.85,25.05,0,113,176,0,0,4,2.7,2,0.91,31,1,0,Puranen_etal1968; Kukkonen1987; Kukkonen1989,Foerster&Foerster2000,<null>
20525,Finland,<null>,Nivala,63.85,25.05,0,204,315,0,0,4,2.2,2,0.91,31,1,0,Puranen_etal1968; Kukkonen1987; Kukkonen1989,Puranen_etal1968; Kukkonen1987; Kukkonen1989,borehole
20526,Finland,<null>,Outokumpu OKU-741,62.7833,29.2167,90,354,462,0,0,14,3.14,<null>,<null>,30,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20527,Finland,<null>,Vihanti VIH1732,64.3833,25.0833,93,391,447,0,0,7,2.53,15,2.22,30,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20528,Finland,<null>,Vihanti VIH1732,64.3833,25.0833,93,83,112,0,0,4,3.07,15,2.22,30,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20529,Finland,<null>,Ranua R128,66.1,26.1667,168,222,344,0,0,4,2.45,1,0.19,30,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20530,Finland,<null>,Ilomantsi,62.8667,30.75,0,317,403,0,0,4,3.3,2,1.86,30,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20531,Finland,<null>,Honkamaki,64.1333,26.9,0,19,187,0,0,6,2.9,2,1.9,30,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20532,Finland,<null>,Outokumpu OKU-741,62.7833,29.2167,90,1045,1076,0,0,5,2.99,<null>,<null>,30,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20533,Finland,<null>,Outokumpu,62.7167,29.0167,0,635,776,0,0,2,2.9,10,1.67,30,1,0,Puranen_etal1968; Kukkonen1987; Kukkonen1989,Puranen_etal1968; Kukkonen1987; Kukkonen1989,borehole
20534,Finland,<null>,Kerimaki Krm/Ha-32,62.0167,28.95,0,207,336,0,0,15,3.72,10,1.42,29,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20535,Finland,<null>,Lohja,60.2667,24.0833,0,116,204,0,0,6,2.7,3,1.29,29,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Foerster&Foerster2000,<null>
20536,Finland,<null>,Vihanti VIH1732,64.3833,25.0833,93,657,727,0,0,10,2.67,15,2.22,29,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20537,Finland,<null>,Outokumpu,62.7167,29.0167,0,99,200,0,0,2,3,10,1.67,29,1,0,Puranen_etal1968; Kukkonen1987; Kukkonen1989,Puranen_etal1968; Kukkonen1987; Kukkonen1989,borehole
20538,Finland,<null>,Ilomantsi,62.8667,30.75,0,227,285,0,0,3,3.3,2,1.86,29,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20539,Finland,<null>,Otanmaki,64.1167,27.1,0,716,801,0,0,7,2.4,3,1.16,29,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20540,Finland,<null>,Outokumpu OKU-740,62.7833,29.2167,90,142,327,0,0,21,3.84,22,1.98,29,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20541,Finland,<null>,Hammaslahti,62.45,30.0167,0,107,195,0,0,6,3,<null>,2.78,28,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Foerster&Foerster2000,<null>
20542,Finland,<null>,Pyhajarvi PYS-35,63.6667,26.0833,65,59,137,0,0,9,3.13,11,0.7,28,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20543,Finland,<null>,Ilomantsi,62.8667,30.75,0,403,450,0,0,3,2.9,2,1.86,28,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20544,Finland,<null>,Pyhajarvi PYS-35,63.6667,26.0833,65,147,205,0,0,7,3.08,11,0.7,28,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20545,Finland,<null>,Honkamaki,64.1333,26.9,0,509,561,0,0,3,2.1,2,1.9,28,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20546,Finland,<null>,Outokumpu OKU-737,62.7833,29.2167,90,89,197,0,0,12,5.1,<null>,<null>,28,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20547,Finland,<null>,Otanmaki,64.1167,27.1,0,811,873,0,0,6,2.1,3,1.16,28,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20548,Finland,<null>,Hammaslahti,62.45,30.0167,0,212,295,0,0,6,2.4,<null>,2.78,28,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20549,Finland,<null>,Kangasniemi R301,62.0333,26.5833,0,110,175,0,0,9,2.44,9,0.11,28,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20550,Finland,<null>,Outokumpu OKU-737,62.7833,29.2167,90,207,293,0,0,10,2.81,<null>,<null>,27,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20551,Finland,<null>,Outokumpu,62.7167,29.0167,0,489,537,0,0,2,5.4,10,1.67,27,1,0,Puranen_etal1968; Kukkonen1987; Kukkonen1989,Puranen_etal1968; Kukkonen1987; Kukkonen1989,borehole
20552,Finland,<null>,Outokumpu OKU-741,62.7833,29.2167,90,77,207,0,0,15,2.54,<null>,<null>,27,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20553,Finland,<null>,Otanmaki,64.1167,27.1,0,612,701,0,0,7,2.5,3,1.16,27,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Foerster&Foerster2000,<null>
20554,Finland,<null>,Kerimaki Krm/Ha-32,62.0167,28.95,0,104,198,0,0,11,3.85,10,1.42,26,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20555,Finland,<null>,Outokumpu,62.7167,29.0167,0,297,393,0,0,2,3.6,10,1.67,26,1,0,Puranen_etal1968; Kukkonen1987; Kukkonen1989,Puranen_etal1968; Kukkonen1987; Kukkonen1989,borehole
20556,Finland,<null>,Honkamaki,64.1333,26.9,0,420,509,0,0,4,2.1,2,1.9,26,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20557,Finland,<null>,Ranua R128,66.1,26.1667,168,439,474,0,0,2,2.96,1,0.19,26,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20558,Finland,<null>,Parikkala,61.5833,29.6833,0,97,193,0,0,5,3,2,0.03,26,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20559,Finland,<null>,Sokli,67.8167,29.3333,0,68,96,0,0,2,2.8,2,11.58,26,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20560,Finland,<null>,Pielavesi,63.2,26.6667,0,200,300,0,0,6,2.8,3,0.59,25,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Puranen_etal1968; Kukkonen1987; Kukkonen1989,borehole
20561,Finland,<null>,Kangasniemi R301,62.0333,26.5833,0,182,256,0,0,11,2.27,9,0.11,25,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20562,Finland,<null>,Luikonlahti,62.95,28.7,0,824,899,0,0,9,3.5,3,1.49,25,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20563,Finland,<null>,Luikonlahti,62.95,28.7,0,322,399,0,0,7,3.1,3,1.49,25,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Foerster&Foerster2000,<null>
20564,Finland,<null>,Kerimaki Krm/Ha-32,62.0167,28.95,103,57,95,0,0,5,2.97,10,1.42,25,1,0,Kukkonen1988; Kukkonen1989,Norden_etal2008,<null>
20565,Finland,<null>,Outokumpu OKU-737,62.7833,29.2167,90,30,79,0,0,6,3.39,<null>,<null>,24,1,0,Kukkonen1988; Kukkonen1989,Norden_etal2008,<null>
20566,Finland,<null>,Kuhmo RO-KR1,64.22,29.9417,227,473,892,0,0,45,3.09,<null>,<null>,24,1,1993,Kukkonen1993,Kukkonen1993,borehole (conventional)
20567,Finland,<null>,Siilinjarvi,63.1167,27.7333,0,585,669,0,0,10,2.5,33,1.03,24,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20568,Finland,<null>,Virtasalmi,62.0667,27.5667,0,320,400,0,0,5,2.2,2,0.26,24,1,0,Puranen_etal1968; Kukkonen1987; Kukkonen1989,Puranen_etal1968; Kukkonen1987; Kukkonen1989,borehole
20569,Finland,<null>,Virtasalmi,62.0667,27.5667,0,220,300,0,0,5,2.4,2,0.26,24,1,0,Puranen_etal1968; Kukkonen1987; Kukkonen1989,Foerster&Foerster2000,<null>
20570,Finland,<null>,Lohja,60.2667,24.0833,0,4,99,0,0,8,3,3,1.29,24,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20571,Finland,<null>,Kolari R162,67.55,23.9333,215,307,394,0,0,3,2.16,1,1.65,24,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20572,Finland,<null>,Siilinjarvi,63.1167,27.7333,0,300,285,0,0,10,2.5,33,1.03,23,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20573,Finland,<null>,Pielavesi,63.2,26.6667,0,420,500,0,0,5,2.8,3,0.59,23,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20574,Finland,<null>,Kolari R197,67.55,23.9333,205,307,393,0,0,9,2.55,1,1.65,23,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20575,Finland,<null>,Ilomantsi,62.8667,30.75,0,35,102,0,0,3,3,2,1.86,22,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20576,Finland,<null>,Siilinjarvi,63.1167,27.7333,0,395,480,0,0,10,2.4,33,1.03,22,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20577,Finland,<null>,Siilinjarvi,63.1167,27.7333,0,678,763,0,0,13,2.2,33,1.03,21,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20578,Finland,<null>,Kolari R197,67.55,23.9333,205,402,479,0,0,9,2.69,1,1.65,21,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20579,Finland,<null>,Siilinjarvi,63.1167,27.7333,0,490,575,0,0,10,2.1,33,1.03,21,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,borehole
20580,Finland,<null>,Siilinjarvi,63.1167,27.7333,0,194,290,0,0,10,2.3,33,1.03,20,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Foerster&Foerster2000,<null>
20581,Finland,<null>,Ranua R128,66.1,26.1667,168,65,183,0,0,4,2.28,1,0.19,20,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20582,Finland,<null>,Outokumpu OKU-740,62.7833,29.2167,90,58,133,0,0,9,2.98,22,1.98,19,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20583,Finland,<null>,Siilinjarvi SI-R171,63.105,27.73,103,65,187,0,0,19,2.68,<null>,<null>,19,1,1993,Kukkonen1993,Kukkonen1993,borehole (conventional)
20584,Finland,<null>,Sodankyla R1,67.6333,26.25,205,301,377,0,0,10,3.07,10,1.69,18,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20585,Finland,<null>,Sodankyla R1,67.6333,26.25,205,206,293,0,0,11,3.71,10,1.69,18,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20586,Finland,<null>,Virtasalmi,62.0667,27.5667,0,100,200,0,0,6,3.3,2,0.26,17,1,0,Puranen_etal1968; Kukkonen1987; Kukkonen1989,Puranen_etal1968; Kukkonen1987; Kukkonen1989,borehole
20587,Finland,<null>,Hammaslahti,62.45,30.0167,0,18,89,0,0,5,3.3,<null>,2.78,16,1,0,Jaervimaeki&Puranen1979; Kukkonen1987; Kukkonen1989,Foerster&Foerster2000,<null>
20588,Finland,<null>,Siilinjarvi SI-R157,63.1117,27.7317,102,112,196,0,0,7,2.61,<null>,<null>,15,1,1993,Kukkonen1993,Kukkonen1993,borehole (conventional)
20589,Finland,<null>,Outokumpu OKU-741,62.7833,29.2167,90,216,251,0,0,5,2.43,<null>,<null>,13,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20590,Finland,<null>,Sodankyla R1,67.6333,26.25,205,86,198,0,0,16,3.86,10,1.69,12,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20591,Finland,<null>,Sodankyla R1,67.6333,26.25,205,36,79,0,0,7,2.57,10,1.69,3,1,0,Kukkonen1988; Kukkonen1989,Kukkonen1988; Kukkonen1989,borehole (conventional)
20592,FR  1,<null>,Bac de Montmeyre,45.7717,2.9467,945,100,240,14,29,15,2.3,11,4.6,73,1,0,Vasseur_etal1978; Lucazeau_etal1981; Lucazeau_etal1991b,unknown,borehole
20593,FR  2,<null>,Bournac,44.9883,4.0967,1100,96,190,10,0,14,3.05,3,<null>,79,1,1979,Daignieres&Vasseur1979,Daignieres&Vasseur1979,borehole
20594,FR  2,<null>,Bournac,44.9883,4.0967,1100,50,96,5,0,5,1.6,3,<null>,61,1,1979,Daignieres&Vasseur1979,Vasseur_etal1978; Lucazeau_etal1981; Lucazeau_etal1991b,borehole
20595,FR  3,<null>,Mayet de Montagne,46.0733,3.6383,570,20,150,15,28,20,3,11,5.7,80,1,0,Vasseur_etal1978; Lucazeau_etal1981; Lucazeau_etal1991b,Daignieres&Vasseur1979,borehole
20596,FR  4,<null>,Montalba,42.6667,2.55,480,30,65,10,21,7,2.5,<null>,<null>,51,1,1982,Vasseur1982,Vasseur_etal1978; Lucazeau_etal1981; Lucazeau_etal1991b,borehole
20597,FR  5,<null>,Caramany,42.7333,2.5833,300,40,190,19,20,13,2.6,<null>,<null>,64,1,1982,Vasseur1982,Vasseur1982,borehole
20598,FR  6,<null>,Estables,44.6833,3.4833,1200,50,170,15,37,10,2.5,8,3.9,101,1,0,Lucazeau_etal1981; Lucazeau_etal1991b,Vasseur1982,borehole
20599,FR  7,<null>,Belmont Buss.,47.7667,5.5333,127,50,170,27,57,4,3.3,<null>,<null>,150,1,1982,Vasseur1982,Lucazeau_etal1981; Lucazeau_etal1991b,borehole
20600,FR  8,<null>,Saint Priest La Prugne,45.9667,3.7167,591,220,400,15,29,13,3.13,17,5.2,103,5,0,Vasseur_etal1978; Lucazeau_etal1981; Lucazeau_etal1991b,Vasseur1982,borehole
20601,FR  9,<null>,Le Four,45.7833,2.6,725,43,95,7,37,9,3.2,<null>,<null>,113,1,0,Vasseur_etal1978; Lucazeau_etal1981; Lucazeau_etal1991b,Vasseur_etal1978; Lucazeau_etal1981; Lucazeau_etal1991b,borehole
20602,FR 10,<null>,Saint Leger,46.0167,1.4167,576,24,170,13,30,4,3.4,6,7.8,104,1,0,Vasseur_etal1978; Lucazeau_etal1981; Lucazeau_etal1991b,Vasseur_etal1978; Lucazeau_etal1981; Lucazeau_etal1991b,borehole
20603,FR 100,<null>,Ratenelle 101,46.5167,5.0167,183,622,1113,0,0,3,2.5,<null>,<null>,121,1,0,Gable1980; Vasseur1982,Vasseur_etal1978; Lucazeau_etal1981; Lucazeau_etal1991b,borehole
20604,FR 101,<null>,Adamswiller 1,48.9069,7.2092,278,0,1750,0,33,0,2.9,<null>,<null>,96,1,1979,Gable1979,Gable1980; Vasseur1982,borehole
20605,FR 102,<null>,Arrentieres 1,48.2803,4.7228,317,0,1289,0,33,0,2.93,<null>,<null>,96,1,1979,Gable1979,Gable1979,borehole
20606,FR 103,<null>,Ballan-Mire,47.3683,4.0364,45,0,675,0,45,0,3.34,<null>,<null>,150,1,1979,Gable1979,Gable1979,borehole
20607,FR 104,<null>,Beaumont BM 1,48.1453,2.5039,86,0,730,0,50,0,2.93,<null>,<null>,146,1,1979,Gable1979,Gable1979,borehole
20608,FR 105,<null>,Blancroft 1,47.53,2.5775,226,0,813,0,28,0,3.34,<null>,<null>,92,1,1979,Gable1979,Gable1979,borehole
