OBJECTID,Data_Numbe,Codes,Site_Name,Latitude,Longitude,Elevation,minD,maxD,No__Temps,Gradient,No__Cond_,Conductivi,No_Heat_Pr,Heat_Prod_,Heat Flow,No__sites,Year_of_Pu,Reference,Comments,Comments2
4397,4824,<null>,AINHICE,43.2133,-1.1317,220,0,3540,4,0,0,0,<null>,<null>,55,1,1991,Lucazeau_etal1991,Mottaghy_etal2005,conventional
4400,4825,<null>,Aire sur Adour,43.6783,-0.3083,160,0,4184,5,0,0,0,<null>,<null>,46,1,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4401,4826,<null>,ALBARON,43.5767,4.43,524,0,270,1,0,0,0,<null>,<null>,144,1,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4403,4827,<null>,AMOU,43.6017,-0.7533,4,0,5542,8,0,0,0,<null>,<null>,73,1,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4406,4828,<null>,ANDOINS,43.3,-0.2317,274,0,5563,4,0,0,0,<null>,<null>,77,1,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4408,4829,<null>,ARBUS2,43.3283,-0.515,259,0,6200,11,0,0,0,<null>,<null>,81,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4410,4830,<null>,ARCACHON,44.6517,-1.16,20,0,3805,4,0,0,0,<null>,<null>,82,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4412,4831,<null>,ARN101,43.2867,-0.2483,262,0,3657,4,0,0,0,<null>,<null>,87,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4414,4832,<null>,ARNAUDG,43.1583,0.8917,378,0,5085,6,0,0,0,<null>,<null>,99,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4416,4833,<null>,ARROUTIS,43.195,-0.2383,256,0,5247,4,0,0,0,<null>,<null>,79,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4418,4834,<null>,ARTAGAN2,43.3967,0.0917,213,0,3478,4,0,0,0,<null>,<null>,78,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4420,4835,<null>,ASSAT,43.265,-0.2983,205,0,5420,16,0,0,0,<null>,<null>,92,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4427,4839,<null>,Audignon 10,43.7167,-0.4233,75,0,3340,7,0,0,0,<null>,<null>,82,1,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4429,4840,<null>,Audignon 3,43.745,-0.6317,34,0,3052,4,0,0,0,<null>,<null>,83,1,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4432,4841,<null>,Audignon 4,43.675,-0.6333,119,0,5300,10,0,0,0,<null>,<null>,77,1,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4435,4843,<null>,BASSOUES,43.6167,0.0967,138,0,3117,8,0,0,0,<null>,<null>,76,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4437,4844,<null>,BAYSERE1,43.3017,-0.5517,155,0,5659,10,0,0,0,<null>,<null>,92,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4438,4845,<null>,BAYSERE2,43.3017,-0.5517,152,0,4897,4,0,0,0,<null>,<null>,92,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4440,4846,<null>,BAZILLAC,43.365,0.1317,225,0,4278,10,0,0,0,<null>,<null>,75,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4442,4847,<null>,BEAUDUC,43.3717,4.6183,1,0,1420,1,0,0,0,<null>,<null>,66,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4444,4848,<null>,BERENX1,43.4883,-0.9283,126,0,5782,6,0,0,0,<null>,<null>,73,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4446,4849,<null>,BERENX2,43.4917,-0.9283,127,0,6237,6,0,0,0,<null>,<null>,75,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4448,4850,<null>,BISCAROS,44.4667,-1.25,15,0,4540,4,0,0,0,<null>,<null>,83,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4450,4851,<null>,BLAJAN1,43.2483,0.605,343,0,4410,5,0,0,0,<null>,<null>,80,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4452,4852,<null>,BONNEFON,43.2433,0.38,339,0,4797,6,0,0,0,<null>,<null>,83,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4454,4853,<null>,BOOS1,43.93,-1.075,80,0,2831,5,0,0,0,<null>,<null>,78,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4457,4854,<null>,BORDES1,43.2333,-0.29,218,0,5811,11,0,0,0,<null>,<null>,93,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4459,4855,<null>,BORY1,43.265,-0.4533,237,0,5825,11,0,0,0,<null>,<null>,86,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4461,4856,<null>,BRASSEMP,43.6217,-0.7083,47,0,5513,7,0,0,0,<null>,<null>,83,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4463,4857,<null>,BRESSE2,46.27,4.9967,190,0,1554,4,0,0,0,<null>,<null>,91,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4465,4858,<null>,BRESSEN,46.745,5.2467,210,0,2150,4,0,0,0,<null>,<null>,94,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4467,4859,<null>,BRESSES,46.02,5.14,291,0,2603,5,33,0,0,<null>,<null>,86,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4469,4860,<null>,BRIENON,48.02,3.64,118,0,1090,4,0,0,0,<null>,<null>,91,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4471,4861,<null>,BUEZ,47.2683,6.4133,684,0,1200,3,0,0,0,<null>,<null>,78,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4473,4862,<null>,CAGNOT.1,43.575,-1.0517,54,0,2790,4,0,0,0,<null>,<null>,74,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4475,4863,<null>,CAGNOTTE,43.5733,-1.0383,58,0,3575,4,0,0,0,<null>,<null>,66,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4477,4864,<null>,CALAVANT,43.2083,0.1833,311,0,5682,4,0,0,0,<null>,<null>,87,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4479,4865,<null>,CAME1,43.4533,-1.0833,86,0,5660,7,0,0,0,<null>,<null>,83,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4481,4866,<null>,CAMPAGN,43.76,4.3817,84,0,1016,1,0,0,0,<null>,<null>,111,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4484,4868,<null>,CANTAURE,44.22,-0.9633,61,0,2765,3,0,0,0,<null>,<null>,77,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4486,4869,<null>,CANTELOU,43.2933,-0.5817,266,0,5925,12,0,0,0,<null>,<null>,91,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4488,4870,<null>,CARCANS,43.8167,-1.2283,28,0,1932,4,0,0,0,<null>,<null>,92,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4491,4872,<null>,CARDESSE,43.2333,-0.55,172,0,5095,11,0,0,0,<null>,<null>,97,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4495,4874,<null>,CAZAUX1,44.54,-1.1817,30,0,3374,10,0,0,0,<null>,<null>,76,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4497,4875,<null>,CAZERES,43.1317,1.2033,493,0,3439,3,0,0,0,<null>,<null>,85,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4499,4876,<null>,CHARLAS,43.2233,0.7017,357,0,3569,7,0,0,0,<null>,<null>,66,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4502,4878,<null>,CHERAUTE,43.225,-0.8283,195,0,6088,8,0,0,0,<null>,<null>,69,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4504,4879,<null>,CLARAC,43.125,0.615,502,0,5232,7,0,0,0,<null>,<null>,66,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4506,4880,<null>,CLARENS,43.1633,0.4367,554,0,3500,6,0,0,0,<null>,<null>,79,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4508,4881,<null>,CLAVEYS,45.1917,4.9417,307,0,1708,1,0,0,0,<null>,<null>,91,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4510,4882,<null>,CLEDES,43.6183,-0.3967,94,0,3541,6,0,0,0,<null>,<null>,78,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4512,4883,<null>,CLERM1,43.6217,-0.9483,26,0,3368,7,0,0,0,<null>,<null>,78,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4514,4884,<null>,CLERM2,43.625,-0.9533,25,0,2363,9,0,0,0,<null>,<null>,68,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4516,4885,<null>,CLERM3,43.6883,-0.9617,21,0,2359,5,0,0,0,<null>,<null>,74,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4518,4886,<null>,CLERM6,43.6267,-0.9733,25,0,2272,6,0,0,0,<null>,<null>,69,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4520,4887,<null>,CLERM7,43.6383,-0.9667,18,0,2294,4,0,0,0,<null>,<null>,75,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4522,4888,<null>,CONTIS,44.0967,-1.2967,24,0,4809,5,0,0,0,<null>,<null>,105,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4524,4889,<null>,CRANCOT,46.68,5.625,539,0,851,3,0,0,0,<null>,<null>,95,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4526,4890,<null>,CRECY,48.8633,2.9183,109,0,2600,4,0,0,0,<null>,<null>,83,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4528,4891,<null>,CROUSEIL,43.525,-0.0933,251,0,4010,4,0,0,0,<null>,<null>,63,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4530,4892,<null>,CUISEAUX,46.5017,5.3767,240,0,2345,3,0,0,0,<null>,<null>,87,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4532,4893,<null>,DREUILH3,42.9367,1.8617,550,0,3094,7,0,0,0,<null>,<null>,92,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4535,4894,<null>,DREUILH4,42.93,1.85,552,0,4257,13,0,0,0,<null>,<null>,88,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4536,4895,<null>,Echassiere,46.1767,2.9567,730,50,900,0,50,0,3,<null>,999,150,1,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4538,4896,<null>,ERMITAGE,43.1583,-0.255,309,0,5035,14,0,0,0,<null>,<null>,79,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4541,4897,<null>,ESPECHED,43.32,-0.1933,336,0,4246,3,0,0,0,<null>,<null>,67,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4542,4898,<null>,ESTIBEAU,43.63,-0.9117,54,0,4562,12,0,0,0,<null>,<null>,70,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4544,4899,<null>,ETERNOZ,47.0083,6.01,521,0,1223,5,0,0,0,<null>,<null>,83,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4547,4901,<null>,GALAN1,43.2017,0.3383,353,0,3800,5,0,0,0,<null>,<null>,79,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4549,4902,<null>,GALLICI,43.6367,4.2867,1,0,2026,3,0,0,0,<null>,<null>,95,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4551,4903,<null>,GALLICI,43.6367,4.2767,4,0,2000,1,0,0,0,<null>,<null>,121,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4553,4904,<null>,GARLI101,43.5367,-0.265,160,0,4501,7,0,0,0,<null>,<null>,78,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4555,4905,<null>,GARLIN6,43.47,-0.195,186,0,3520,10,0,0,0,<null>,<null>,85,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4557,4906,<null>,GAUJACQ1,43.625,-0.73,59,0,5576,9,0,0,0,<null>,<null>,77,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4559,4907,<null>,GAUJACQ2,43.625,-0.7383,61,0,3929,4,0,0,0,<null>,<null>,72,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4561,4908,<null>,GEAUNE1,43.675,-0.3983,158,0,3835,6,0,0,0,<null>,<null>,74,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4563,4909,<null>,GENSAC8,43.2467,0.58,438,0,3765,5,0,0,0,<null>,<null>,80,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4565,4910,<null>,GER1,43.2517,-0.065,407,0,6650,14,0,0,0,<null>,<null>,87,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4567,4911,<null>,GER101,43.2267,-0.0467,426,0,3787,3,0,0,0,<null>,<null>,67,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4569,4912,<null>,GER301,43.2233,-0.08,430,0,2200,3,0,0,0,<null>,<null>,56,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4571,4913,<null>,GIGNY,46.6733,4.94,178,0,1275,5,0,0,0,<null>,<null>,98,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4574,4915,<null>,GRDRIEU,43.23,-0.4517,246,0,5206,8,0,0,0,<null>,<null>,84,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4577,4917,<null>,GREOUX,43.7417,5.8767,329,0,1788,2,0,0,0,<null>,<null>,97,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4579,4918,<null>,GREOUX,43.7367,5.86,289,0,1037,3,0,0,0,<null>,<null>,81,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4580,4919,<null>,HASP101,43.4083,-1.36,124,0,6284,7,0,0,0,<null>,<null>,82,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4581,4920,<null>,HIRTZBAC,47.6017,7.2183,310,0,730,1,0,0,0,<null>,<null>,141,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4582,4921,<null>,HOURQUET,44.7583,-1.1883,15,0,3390,4,0,0,0,<null>,<null>,76,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4583,4922,<null>,HUMILLY,46.115,6.025,500,0,3053,4,0,0,0,<null>,<null>,81,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4584,4923,<null>,ISCLES1,43.6067,4.3583,2,0,1787,2,0,0,0,<null>,<null>,89,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4585,4924,<null>,ISCLES2,43.6117,4.3983,1,0,690,1,0,0,0,<null>,<null>,91,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4586,4925,<null>,ISTRES,43.5317,4.9617,0,0,3454,3,0,0,0,<null>,<null>,111,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4589,4927,<null>,JUILLAN,43.2033,0.035,320,0,5001,4,0,0,0,<null>,<null>,90,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4590,4928,<null>,L.CASSIE,43.23,-0.7217,209,0,5692,13,0,0,0,<null>,<null>,81,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4592,4929,<null>,LABENNE,43.59,-1.4783,12,0,4243,4,0,0,0,<null>,<null>,73,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4593,4930,<null>,LACQ104,43.42,-0.6383,93,0,4347,8,0,0,0,<null>,<null>,6390,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4594,4931,<null>,LACQ107,43.41,-0.5767,130,0,5210,7,0,0,0,<null>,<null>,89,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4595,4932,<null>,LACQ116,43.4367,-0.7283,195,0,5240,9,0,0,0,<null>,<null>,74,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4597,4933,<null>,LACQ301,43.4217,-0.6733,83,0,4933,8,0,0,0,<null>,<null>,80,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4599,4934,<null>,LAMAYOU,43.3717,-0.05,336,0,4140,8,0,0,0,<null>,<null>,89,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4601,4935,<null>,LANNEMEZ,43.1217,0.4167,596,0,6900,10,0,0,0,<null>,<null>,65,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4603,4936,<null>,LASSEUBE,43.2267,-0.5267,213,0,1950,4,0,0,0,<null>,<null>,71,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4605,4937,<null>,LAVAUR,43.755,1.74,120,0,1782,7,0,0,0,<null>,<null>,95,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4607,4938,<null>,LEROUAT,43.2533,-0.5133,258,0,5118,4,0,0,0,<null>,<null>,68,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4609,4939,<null>,LETEICH,44.6267,-1.0367,10,0,3464,8,0,0,0,<null>,<null>,73,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4612,4940,<null>,LEMBEYE,43.455,-0.1367,175,0,3316,9,0,0,0,<null>,<null>,85,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4614,4941,<null>,LENAN1,44.705,-1.0233,8,0,4153,7,0,0,0,<null>,<null>,65,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4617,4944,<null>,LHUITRE,48.6033,4.3217,161,0,3734,4,0,0,0,<null>,<null>,97,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4619,4945,<null>,LIEOUX2,43.1433,0.7333,415,0,2829,7,0,0,0,<null>,<null>,75,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4621,4946,<null>,LNZ2R,43.145,0.41,562,0,6216,6,0,0,0,<null>,<null>,65,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4622,4947,<null>,LONS1,43.3083,-0.4033,166,0,6110,14,0,0,0,<null>,<null>,93,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4624,4948,<null>,LOO1,43.05,0.69,435,0,3056,6,0,0,0,<null>,<null>,88,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4626,4949,<null>,LOSSE1,44.0717,-0.0833,138,0,2701,6,0,0,0,<null>,<null>,82,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4628,4950,<null>,LOUSLITG,43.6033,0.1733,185,0,4615,5,0,0,0,<null>,<null>,77,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4630,4951,<null>,LUSSAGN1,43.7733,-0.2317,94,0,3039,6,0,0,0,<null>,<null>,86,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4632,4952,<null>,LUSSAN,44.2617,4.2383,169,0,1393,1,0,0,0,<null>,<null>,126,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4636,4955,<null>,MASDAZ,43.0667,1.3933,309,0,5190,6,0,0,0,<null>,<null>,86,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4639,4956,<null>,MAUBOURG,43.3867,0.1417,216,0,3486,4,0,0,0,<null>,<null>,68,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4640,4957,<null>,MAURRIN,43.8417,-0.3617,89,0,3800,4,0,0,0,<null>,<null>,77,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4642,4958,<null>,MAZERES,43.2667,-0.3533,311,0,5446,9,0,0,0,<null>,<null>,74,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4644,4959,<null>,MEILLON,43.275,-0.3083,204,0,5151,16,0,0,0,<null>,<null>,93,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4646,4960,<null>,MEILLON2,43.285,-0.23,273,0,6080,11,0,0,0,<null>,<null>,88,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4648,4961,<null>,MEISTRAT,48.4517,7.5517,154,0,1708,4,0,0,0,<null>,<null>,157,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4651,4962,<null>,MEZOS,44.0817,-1.1333,20,0,3240,5,0,0,0,<null>,<null>,73,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4652,4963,<null>,MILHAUD,43.7817,4.3333,27,0,900,2,0,0,0,<null>,<null>,109,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4654,4964,<null>,MILHAUD,43.7817,4.3317,21,0,780,1,0,0,0,<null>,<null>,124,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4656,4965,<null>,MIMIZAN1,44.185,-1.2033,30,0,3493,5,0,0,0,<null>,<null>,83,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4658,4966,<null>,MIMIZAN2,44.1867,-1.215,28,0,3762,9,0,0,0,<null>,<null>,79,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4660,4967,<null>,MIMIZANP,44.2017,-1.2567,14,0,3450,7,0,0,0,<null>,<null>,72,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4663,4969,<null>,MONDILHA,43.2767,0.685,267,0,4059,3,0,0,0,<null>,<null>,78,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4665,4970,<null>,MONEIN,43.3083,-0.6117,120,0,1935,5,0,0,0,<null>,<null>,69,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4669,4972,<null>,MONTLEVE,48.9183,3.0017,166,0,2410,6,0,0,0,<null>,<null>,68,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4671,4973,<null>,MONTMIRA,48.8467,3.51,166,0,2211,4,0,0,0,<null>,<null>,75,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4673,4974,<null>,MONTMIRA,45.1583,5.1817,450,0,2480,3,0,0,0,<null>,<null>,84,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4676,4976,<null>,NANTOUIL,49,2.7183,108,0,2198,15,0,0,0,<null>,<null>,80,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4678,4977,<null>,NASSIET,43.6033,-0.675,46,0,5693,10,0,0,0,<null>,<null>,75,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4680,4978,<null>,NAY101,43.1383,-0.2683,334,0,3955,12,0,0,0,<null>,<null>,64,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4682,4979,<null>,NEUFCHEL,49.11,3.0533,90,0,2669,4,0,0,0,<null>,<null>,83,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4684,4980,<null>,NIMES,43.86,4.3967,89,0,1840,1,0,0,0,<null>,<null>,90,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4686,4981,<null>,NOAILLAN,44.48,-0.32,86,0,3197,4,0,0,0,<null>,<null>,77,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4688,4982,<null>,NOAILLES,49.2817,2.2433,145,0,1658,4,0,0,0,<null>,<null>,91,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4690,4983,<null>,OBERSEEB,48.9783,8.0017,179,0,1083,4,0,0,0,<null>,<null>,161,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4692,4984,<null>,OGENNEC,43.3017,-0.685,190,0,6543,6,0,0,0,<null>,<null>,77,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4694,4985,<null>,ORTHEZ,43.4733,-0.8533,160,0,5477,12,0,0,0,<null>,<null>,71,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4696,4986,<null>,OSMETS1,43.3083,0.2467,234,0,4856,8,0,0,0,<null>,<null>,83,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4698,4987,<null>,OSSUN,43.1833,0.02,337,0,5450,9,0,0,0,<null>,<null>,95,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4700,4988,<null>,OUPIA,43.2783,2.7983,80,0,1720,4,0,0,0,<null>,<null>,73,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4702,4989,<null>,PALLANNE,43.5,0.3367,266,0,4198,4,0,0,0,<null>,<null>,79,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4706,4992,<null>,PONSOND,43.31,-0.0483,314,0,5730,10,0,0,0,<null>,<null>,93,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4708,4993,<null>,PORTIRA,43.2683,3.3317,3,0,1148,1,0,0,0,<null>,<null>,116,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4710,4994,<null>,PTDEM,43.51,5.635,575,0,1938,5,0,0,0,<null>,<null>,57,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4712,4995,<null>,PTS2,43.2983,-0.5167,144,0,5170,4,0,0,0,<null>,<null>,87,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4714,4996,<null>,PTS3,43.295,-0.4867,242,0,5227,9,0,0,0,<null>,<null>,93,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4716,4997,<null>,PTS4,43.3067,-0.5117,137,0,5537,10,0,0,0,<null>,<null>,100,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4718,4998,<null>,PUYMAURI,43.3867,0.7167,221,0,3281,6,0,0,0,<null>,<null>,103,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4720,4999,<null>,RICHOU3,43.0817,1.21,436,0,4571,9,0,0,0,<null>,<null>,81,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4722,5000,<null>,SALIES1,43.4533,-0.935,135,0,3420,7,0,0,0,<null>,<null>,65,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4724,5001,<null>,SAUVELAD,43.4267,-0.7367,87,0,3508,8,0,0,0,<null>,<null>,69,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4727,5003,<null>,SAVOIE,45.9333,5.8867,344,0,2131,3,0,0,0,<null>,<null>,82,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4729,5004,<null>,SCHEIBEN,48.9717,8.11,140,0,2000,7,0,0,0,<null>,<null>,183,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
4731,5005,<null>,SEDZEMA,43.3433,-0.13,364,0,4203,3,0,0,0,<null>,<null>,90,<null>,1991,Lucazeau_etal1991,Lucazeau_etal1991,borehole
